replicate,gen,pop-id,pop-size,hetero,mean-phenotype,optimal-phenotype
1,5011,p3,20,5.175e-05,-8.82726,-20
1,5011,p3,20,5.175e-05,-8.82726,-20
1,5012,p3,40,4.82344e-05,-9.14952,-20
1,5012,p3,40,4.82344e-05,-9.14952,-20
1,5013,p3,60,4.91347e-05,-9.20848,-20
1,5013,p3,60,4.91347e-05,-9.20848,-20
1,5014,p3,132,5.07527e-05,-9.32133,-20
1,5014,p3,129,5.08927e-05,-9.3599,-20
1,5015,p3,287,5.10914e-05,-9.20222,-20
1,5015,p3,256,5.14157e-05,-9.35143,-20
1,5016,p3,491,5.2649e-05,-9.46157,-20
1,5016,p3,347,5.28562e-05,-9.9259,-20
1,5017,p3,603,5.26588e-05,-9.98657,-20
1,5017,p3,380,5.21648e-05,-10.4754,-20
1,5018,p3,709,5.23077e-05,-10.6965,-20
1,5018,p3,490,5.17369e-05,-11.1931,-20
1,5019,p3,821,5.19582e-05,-11.4504,-20
1,5019,p3,493,5.02112e-05,-12.032,-20
1,5020,p3,917,5.01598e-05,-12.0926,-20
1,5020,p3,613,4.84437e-05,-12.4051,-20
1,5021,p3,1082,4.70766e-05,-12.5503,-20
1,5021,p3,685,4.45291e-05,-12.9234,-20
1,5022,p3,1062,4.45576e-05,-12.9699,-20
1,5022,p3,627,4.22798e-05,-13.3664,-20
1,5023,p3,1094,4.14295e-05,-13.5461,-20
1,5023,p3,745,3.91221e-05,-13.8675,-20
1,5024,p3,1505,3.82796e-05,-13.8629,-20
1,5024,p3,1052,3.67079e-05,-14.0105,-20
1,5025,p3,1746,3.58673e-05,-14.1512,-20
1,5025,p3,932,3.31221e-05,-14.4526,-20
1,5026,p3,1437,3.32422e-05,-14.5537,-20
1,5026,p3,794,3.05363e-05,-14.8314,-20
1,5027,p3,1434,3.00858e-05,-14.8903,-20
1,5027,p3,985,2.76053e-05,-15.0885,-20
1,5028,p3,1805,2.74732e-05,-15.1284,-20
1,5028,p3,1171,2.5933e-05,-15.2383,-20
1,5029,p3,1869,2.49837e-05,-15.2959,-20
1,5029,p3,932,2.20005e-05,-15.4944,-20
1,5030,p3,1586,2.20443e-05,-15.5,-20
1,5030,p3,1025,2.15778e-05,-15.5887,-20
1,5031,p3,1808,2.07881e-05,-15.6223,-20
1,5031,p3,1153,1.94686e-05,-15.7134,-20
1,5032,p3,1925,1.84721e-05,-15.8299,-20
1,5032,p3,1039,1.68748e-05,-15.9684,-20
1,5033,p3,1885,1.59435e-05,-15.9766,-20
1,5033,p3,1205,1.50667e-05,-16.0263,-20
1,5034,p3,2087,1.44244e-05,-16.0975,-20
1,5034,p3,1115,1.44519e-05,-16.1866,-20
1,5035,p3,1946,1.49709e-05,-16.1451,-20
1,5035,p3,1141,1.51393e-05,-16.193,-20
1,5036,p3,1960,1.59747e-05,-16.2187,-20
1,5036,p3,1094,1.64967e-05,-16.3471,-20
1,5037,p3,1861,1.63945e-05,-16.4182,-20
1,5037,p3,1127,1.6024e-05,-16.5798,-20
1,5038,p3,1998,1.60931e-05,-16.5922,-20
1,5038,p3,1196,1.56104e-05,-16.6525,-20
1,5039,p3,1998,1.6031e-05,-16.6527,-20
1,5039,p3,1085,1.57285e-05,-16.7134,-20
1,5040,p3,2007,1.69797e-05,-16.7776,-20
1,5040,p3,1279,1.75569e-05,-16.8709,-20
1,5041,p3,2332,1.8235e-05,-16.9362,-20
1,5041,p3,1252,1.86291e-05,-17.024,-20
1,5042,p3,2132,1.94482e-05,-17.0488,-20
1,5042,p3,1124,1.99473e-05,-17.1195,-20
1,5043,p3,1985,2.03389e-05,-17.1591,-20
1,5043,p3,1192,2.06696e-05,-17.2356,-20
1,5044,p3,2174,2.17297e-05,-17.3371,-20
1,5044,p3,1271,2.26909e-05,-17.5064,-20
1,5045,p3,2319,2.27622e-05,-17.4967,-20
1,5045,p3,1291,2.25473e-05,-17.5481,-20
1,5046,p3,2350,2.35321e-05,-17.5737,-20
1,5046,p3,1281,2.40364e-05,-17.6521,-20
1,5047,p3,2414,2.46131e-05,-17.697,-20
1,5047,p3,1341,2.52675e-05,-17.7856,-20
1,5048,p3,2520,2.5609e-05,-17.8098,-20
1,5048,p3,1374,2.54115e-05,-17.8542,-20
1,5049,p3,2572,2.66135e-05,-17.9137,-20
1,5049,p3,1312,2.74511e-05,-18.0272,-20
1,5050,p3,2515,2.77692e-05,-18.0536,-20
1,5050,p3,1401,2.79706e-05,-18.0967,-20
1,5051,p3,2529,2.7932e-05,-18.16,-20
1,5051,p3,1247,2.81038e-05,-18.2976,-20
1,5052,p3,2332,2.75079e-05,-18.2757,-20
1,5052,p3,1328,2.76791e-05,-18.3341,-20
1,5053,p3,2502,2.86017e-05,-18.3468,-20
1,5053,p3,1335,2.94173e-05,-18.4758,-20
1,5054,p3,2405,2.96759e-05,-18.491,-20
1,5054,p3,1235,2.97075e-05,-18.5791,-20
1,5055,p3,2221,2.92245e-05,-18.5414,-20
1,5055,p3,1295,2.88948e-05,-18.5729,-20
1,5056,p3,2437,2.96447e-05,-18.6384,-20
1,5056,p3,1388,3.05065e-05,-18.7296,-20
1,5057,p3,2546,3.13432e-05,-18.7361,-20
1,5057,p3,1293,3.18942e-05,-18.7619,-20
1,5058,p3,2357,3.23698e-05,-18.756,-20
1,5058,p3,1322,3.23323e-05,-18.7782,-20
1,5059,p3,2498,3.15531e-05,-18.7534,-20
1,5059,p3,1359,3.12936e-05,-18.7766,-20
1,5060,p3,2611,3.0948e-05,-18.7946,-20
1,5060,p3,1444,3.1255e-05,-18.8264,-20
1,5061,p3,2575,3.16763e-05,-18.8187,-20
1,5061,p3,1307,3.22865e-05,-18.7994,-20
1,5062,p3,2472,3.27704e-05,-18.854,-20
1,5062,p3,1379,3.27027e-05,-18.8814,-20
1,5063,p3,2500,3.31166e-05,-18.8705,-20
1,5063,p3,1330,3.37625e-05,-18.9204,-20
1,5064,p3,2475,3.3735e-05,-18.9233,-20
1,5064,p3,1405,3.40894e-05,-18.9658,-20
1,5065,p3,2643,3.45134e-05,-18.9926,-20
1,5065,p3,1358,3.48078e-05,-19.0879,-20
1,5066,p3,2567,3.52564e-05,-19.1065,-20
1,5066,p3,1419,3.56179e-05,-19.1749,-20
1,5067,p3,2586,3.6007e-05,-19.1929,-20
