40 20 
 pop-id pop-size hetero. mean-phenotype optimal-phenotype
1,p1,500,0,0,10
2,p1,289,7.25386e-07,0.0144642,10
3,p1,140,8.53571e-07,-0.0163007,10
4,p1,78,1.75871e-06,0.0375261,10
5,p1,100,1.772e-06,0.069724,10
6,p1,184,1.88017e-06,-0.0293483,10
7,p1,118,3.2128e-06,-0.246665,10
8,p1,117,3.32091e-06,-0.180417,10
9,p1,154,2.42452e-06,-0.12429,10
10,p1,97,2.22128e-06,-0.154981,10
11,p1,98,3.73907e-06,-0.0600897,10
12,p1,169,3.77858e-06,-0.0109011,10
13,p1,141,4.15472e-06,-0.0806796,10
14,p1,109,6.20234e-06,-0.183596,10
15,p1,111,6.81195e-06,0.00646136,10
16,p1,161,8.22094e-06,0.15363,10
17,p1,180,6.21049e-06,0.133235,10
18,p1,129,5.85331e-06,0.0560152,10
19,p1,138,7.25662e-06,0.23906,10
20,p1,148,6.37852e-06,0.061952,10
21,p1,142,8.23324e-06,0.124168,10
22,p1,85,9.63599e-06,0.0462755,10
23,p1,124,8.70838e-06,0.165305,10
24,p1,170,9.46696e-06,0.201844,10
25,p1,109,1.1773e-05,0.0930897,10
26,p1,133,1.08652e-05,0.267404,10
27,p1,164,1.26497e-05,0.595985,10
28,p1,113,1.39561e-05,0.647968,10
29,p1,132,1.30286e-05,0.328158,10
30,p1,135,1.35092e-05,0.678442,10
31,p1,126,1.25261e-05,0.465048,10
32,p1,154,1.41177e-05,0.504284,10
33,p1,130,1.3205e-05,0.218649,10
34,p1,86,1.17043e-05,-0.0157479,10
35,p1,142,1.20599e-05,0.200588,10
36,p1,158,1.21311e-05,0.228499,10
37,p1,128,1.17865e-05,0.354561,10
38,p1,139,1.20372e-05,0.243047,10
39,p1,99,1.15233e-05,0.218727,10
40,p1,163,1.25904e-05,0.231021,10
41,p1,157,1.05554e-05,0.147902,10
42,p1,108,9.8744e-06,0.0259665,10
43,p1,118,1.07013e-05,0.0630588,10
44,p1,157,9.50363e-06,0.128849,10
45,p1,132,9.59252e-06,0.0379836,10
46,p1,159,9.65804e-06,0.17663,10
47,p1,108,8.47265e-06,0.144916,10
48,p1,150,7.96844e-06,0.247245,10
49,p1,130,1.0903e-05,0.212279,10
50,p1,146,1.19966e-05,-0.00732232,10
51,p1,168,1.04959e-05,0.185268,10
52,p1,96,1.22363e-05,0.470679,10
53,p1,134,1.1446e-05,0.414473,10
54,p1,165,1.12716e-05,0.392408,10
55,p1,84,1.10395e-05,0.598529,10
56,p1,92,1.18862e-05,0.245375,10
57,p1,127,1.38446e-05,0.625549,10
58,p1,168,1.48801e-05,0.604263,10
59,p1,102,1.37534e-05,0.759035,10
60,p1,147,1.44627e-05,0.346491,10
61,p1,95,1.2974e-05,0.378006,10
62,p1,149,1.33393e-05,0.446819,10
63,p1,134,1.42871e-05,0.115964,10
64,p1,115,1.46711e-05,0.780077,10
65,p1,99,1.42006e-05,0.65703,10
66,p1,162,1.51273e-05,0.384982,10
67,p1,90,1.74019e-05,0.561151,10
68,p1,129,1.65279e-05,0.629582,10
69,p1,147,1.55981e-05,0.526047,10
70,p1,148,1.24943e-05,0.342498,10
71,p1,120,1.59809e-05,0.171429,10
72,p1,108,1.37067e-05,-0.102789,10
73,p1,141,1.20097e-05,-0.425239,10
74,p1,173,1.28472e-05,-0.432458,10
75,p1,100,1.5648e-05,-0.723969,10
76,p1,94,1.34608e-05,-0.535705,10
77,p1,113,1.4462e-05,-0.556157,10
78,p1,196,1.52291e-05,-0.401017,10
79,p1,106,1.12184e-05,0.0378697,10
80,p1,176,1.18414e-05,-0.1781,10
81,p1,133,1.1969e-05,-0.25168,10
82,p1,118,1.31783e-05,-0.311425,10
83,p1,83,1.297e-05,-0.467476,10
84,p1,96,1.36746e-05,-0.2608,10
85,p1,191,1.46443e-05,-0.351042,10
86,p1,160,1.61668e-05,0.051772,10
87,p1,114,1.57987e-05,0.159973,10
88,p1,118,1.79535e-05,-0.512145,10
89,p1,166,1.96063e-05,-0.277931,10
90,p1,149,1.60873e-05,0.0136532,10
91,p1,173,2.06119e-05,-0.558922,10
92,p1,124,1.80525e-05,0.0872304,10
93,p1,116,2.17033e-05,-0.033362,10
94,p1,170,2.00742e-05,0.0479119,10
95,p1,147,1.98154e-05,-0.413629,10
96,p1,113,1.7967e-05,-0.0619332,10
97,p1,110,1.79087e-05,0.359637,10
98,p1,160,1.97414e-05,0.704737,10
99,p1,122,2.2846e-05,0.622549,10
100,p1,152,2.06772e-05,0.827822,10
101,p1,121,2.34854e-05,0.988945,10
102,p1,181,2.70914e-05,1.00524,10
103,p1,125,2.96246e-05,0.673042,10
104,p1,130,2.79044e-05,1.16213,10
105,p1,140,2.81385e-05,1.25274,10
106,p1,151,2.7567e-05,0.950454,10
107,p1,152,2.78261e-05,1.03745,10
108,p1,107,2.77033e-05,2.41347,10
109,p1,155,2.9153e-05,1.72515,10
110,p1,133,2.78105e-05,1.77703,10
111,p1,129,3.01872e-05,1.91409,10
112,p1,111,2.83873e-05,2.04325,10
113,p1,140,3.03684e-05,2.51957,10
114,p1,135,2.94971e-05,1.70295,10
115,p1,117,3.42125e-05,0.869554,10
116,p1,132,3.1906e-05,1.75144,10
117,p1,164,3.33183e-05,1.74391,10
118,p1,147,3.17502e-05,1.41403,10
119,p1,127,3.50428e-05,1.33501,10
120,p1,152,3.6772e-05,2.05763,10
121,p1,151,3.97623e-05,2.91091,10
122,p1,129,3.76597e-05,5.29437,10
123,p1,184,3.78666e-05,5.83527,10
124,p1,271,3.29317e-05,7.2959,10
125,p1,372,2.60474e-05,8.88258,10
126,p1,454,1.92088e-05,9.68249,10
127,p1,648,1.90322e-05,9.78468,10
128,p1,819,2.05328e-05,9.66119,10
129,p1,826,2.10008e-05,9.63242,10
130,p1,1015,2.21582e-05,9.7254,10
131,p1,990,2.30092e-05,9.54559,10
132,p1,886,2.38657e-05,9.68363,10
133,p1,965,2.46676e-05,9.67511,10
134,p1,1061,2.539e-05,9.69497,10
135,p1,1060,2.62733e-05,9.74725,10
136,p1,1040,2.70548e-05,9.79495,10
137,p1,1079,2.76895e-05,9.78596,10
138,p1,1102,2.83071e-05,9.84944,10
139,p1,1022,2.8566e-05,9.86361,10
140,p1,1059,2.97401e-05,9.84893,10
141,p1,1029,3.03829e-05,9.90708,10
142,p1,1071,3.05161e-05,9.97433,10
143,p1,1001,3.05102e-05,9.9419,10
144,p1,986,3.02665e-05,9.91478,10
145,p1,1040,3.07493e-05,9.95149,10
146,p1,1070,3.07871e-05,9.92756,10
147,p1,1006,3.07658e-05,9.9889,10
148,p1,994,3.13038e-05,9.9094,10
149,p1,1227,3.27049e-05,9.96058,10
150,p1,1111,3.1818e-05,9.9246,10
151,p1,955,3.18382e-05,10.0152,10
152,p1,1053,3.21513e-05,9.93419,10
153,p1,1232,3.27726e-05,9.86811,10
154,p1,1032,3.33427e-05,9.88682,10
155,p1,1066,3.3385e-05,9.91219,10
156,p1,1074,3.38758e-05,9.91039,10
157,p1,949,3.38415e-05,9.86093,10
158,p1,1136,3.33999e-05,9.95761,10
159,p1,1153,3.4417e-05,9.96707,10
160,p1,1047,3.44508e-05,9.97638,10
161,p1,1080,3.5466e-05,9.97094,10
162,p1,1025,3.48093e-05,9.97906,10
