30 10 
 pop-id pop-size hetero. mean-phenotype optimal-phenotype
1,p1,500,0,0,10
2,p1,181,8.2644e-07,0.0222282,10
3,p1,136,1.02563e-06,-0.018309,10
4,p1,107,5.58127e-07,-0.0275245,10
5,p1,146,1.56526e-06,-0.0333432,10
6,p1,145,2.36076e-06,0.102704,10
7,p1,124,2.30782e-06,0.0934611,10
8,p1,136,1.52222e-06,0.0981191,10
9,p1,128,2.81891e-06,0.153812,10
10,p1,134,2.2764e-06,0.117646,10
11,p1,108,4.88297e-06,0.0710666,10
12,p1,119,5.6758e-06,0.150947,10
13,p1,141,4.19471e-06,0.158021,10
14,p1,177,5.56306e-06,0.245374,10
15,p1,126,6.89279e-06,0.257846,10
16,p1,129,6.51163e-06,0.368239,10
17,p1,119,5.55187e-06,0.164131,10
18,p1,174,7.4962e-06,0.086335,10
19,p1,104,1.04942e-05,0.174395,10
20,p1,141,1.05837e-05,0.293171,10
21,p1,147,9.00481e-06,0.130255,10
22,p1,116,1.02724e-05,0.0766781,10
23,p1,115,1.54208e-05,-0.0784939,10
24,p1,153,1.25939e-05,-0.0801559,10
25,p1,157,1.30172e-05,0.0346172,10
26,p1,99,1.16243e-05,0.176664,10
27,p1,105,1.21134e-05,0.118603,10
28,p1,163,1.11653e-05,0.00415346,10
29,p1,160,1.126e-05,0.146318,10
30,p1,171,1.31211e-05,0.0914713,10
31,p1,137,1.29794e-05,0.188147,10
32,p1,177,1.37073e-05,0.0351525,10
33,p1,139,1.13198e-05,-0.0542133,10
34,p1,179,1.50398e-05,-0.045569,10
35,p1,124,1.57759e-05,-0.104455,10
36,p1,132,1.5943e-05,0.191121,10
37,p1,152,1.50113e-05,-0.0903697,10
38,p1,118,1.5423e-05,0.251587,10
39,p1,138,1.74123e-05,0.341133,10
40,p1,187,1.7096e-05,0.12505,10
41,p1,114,1.74738e-05,0.293416,10
42,p1,139,1.94723e-05,-0.180928,10
43,p1,175,1.71337e-05,-0.0588447,10
44,p1,89,1.88909e-05,-0.0380208,10
45,p1,101,1.66876e-05,-0.0441424,10
46,p1,129,1.85139e-05,0.145622,10
47,p1,118,2.15671e-05,0.239522,10
48,p1,128,1.86993e-05,0.105882,10
49,p1,145,1.862e-05,0.117485,10
50,p1,100,1.9714e-05,0.0465058,10
51,p1,133,2.17553e-05,-0.171758,10
52,p1,214,2.08955e-05,-0.117967,10
53,p1,167,2.13317e-05,-0.247477,10
54,p1,143,2.29395e-05,-0.496784,10
55,p1,141,2.02236e-05,0.120904,10
56,p1,133,2.13757e-05,-0.197807,10
57,p1,125,2.26173e-05,-0.419929,10
58,p1,97,2.2343e-05,-0.322897,10
59,p1,109,2.28428e-05,-0.092026,10
60,p1,167,2.25091e-05,-0.203518,10
61,p1,166,2.4497e-05,-0.00498052,10
62,p1,133,2.56594e-05,0.330121,10
63,p1,118,2.43906e-05,0.413577,10
64,p1,145,2.45413e-05,0.522916,10
65,p1,96,2.55105e-05,0.612284,10
66,p1,114,2.47111e-05,0.431698,10
67,p1,107,2.31444e-05,0.692826,10
68,p1,134,2.33972e-05,0.585287,10
69,p1,165,2.27932e-05,0.370921,10
70,p1,131,1.97116e-05,0.425934,10
71,p1,126,2.05461e-05,0.18285,10
72,p1,106,1.91834e-05,0.105008,10
73,p1,172,2.20949e-05,0.206436,10
74,p1,144,2.108e-05,-0.150395,10
75,p1,106,2.5631e-05,-0.195423,10
76,p1,85,2.53924e-05,0.195849,10
77,p1,152,2.32486e-05,0.411342,10
78,p1,220,2.60897e-05,0.388366,10
79,p1,95,2.56981e-05,0.82386,10
80,p1,127,2.49178e-05,0.549976,10
81,p1,129,2.80118e-05,0.833249,10
