gen,pop-id, pop-size, hetero., mean-phenotype, optimal-phenotype
1212,p1,1297,6.35546e-05,9.99891,10
1213,p1,1333,6.22182e-05,9.98999,10
1214,p1,1411,6.24168e-05,10.0139,10
1215,p1,1267,6.26071e-05,9.98968,10
1216,p1,1225,6.26147e-05,9.98645,10
1217,p1,1411,6.21383e-05,10.0265,10
1218,p1,1409,6.20407e-05,10.011,10
1219,p1,1467,6.36011e-05,10.0122,10
1220,p1,1234,6.34622e-05,10.008,10
1221,p1,1363,6.20488e-05,10.0251,10
1222,p1,1221,6.24436e-05,10.034,10
1223,p1,1344,6.23666e-05,10.0227,10
1224,p1,1386,6.25705e-05,10.0036,10
1225,p1,1321,6.35199e-05,9.99298,10
1226,p1,1256,6.14727e-05,10.0229,10
1227,p1,1212,6.06641e-05,10.0135,10
1228,p1,1466,6.29718e-05,10.0146,10
1229,p1,1182,6.29679e-05,10.0006,10
1230,p1,1234,6.41404e-05,10.004,10
1231,p1,1227,6.18003e-05,10.016,10
1232,p1,1451,6.29597e-05,9.99198,10
1233,p1,1423,6.32701e-05,9.99703,10
1234,p1,1322,6.21889e-05,10.003,10
1235,p1,1199,6.23275e-05,9.99243,10
1236,p1,1365,6.47925e-05,9.97997,10
1237,p1,1410,6.51875e-05,9.97187,10
1238,p1,1366,6.60548e-05,9.99679,10
1239,p1,1281,6.47761e-05,10.0084,10
1240,p1,1218,6.50436e-05,9.98085,10
1241,p1,1429,6.72829e-05,9.95709,10
1242,p1,1303,6.82743e-05,9.96728,10
1243,p1,1254,6.96597e-05,9.94646,10
1244,p1,1410,6.7628e-05,9.93884,10
1245,p1,1241,6.9329e-05,9.9922,10
1246,p1,1266,6.82211e-05,9.9707,10
1247,p1,1332,6.82008e-05,9.97453,10
1248,p1,1274,6.54702e-05,9.98669,10
1249,p1,1350,6.75829e-05,9.99271,10
1250,p1,1239,6.60559e-05,9.99499,10
1251,p1,1361,6.52816e-05,10.0075,10
1252,p1,1430,6.62943e-05,10.0122,10
1253,p1,1304,6.4308e-05,10.0204,10
1254,p1,1302,6.60539e-05,9.98668,10
1255,p1,1394,6.75287e-05,9.98362,10
1256,p1,1501,6.66479e-05,9.99233,10
1257,p1,1210,6.72474e-05,10.0055,10
1258,p1,1466,6.73708e-05,10.0253,10
1259,p1,1321,6.79666e-05,10.029,10
1260,p1,1412,6.94742e-05,9.99528,10
1261,p1,1245,6.92683e-05,10.0222,10
1262,p1,1237,6.84956e-05,10.0043,10
1263,p1,1301,6.91139e-05,10.0205,10
1264,p1,1505,6.81246e-05,10.035,10
1265,p1,1263,6.79795e-05,10.0182,10
1266,p1,1166,6.75659e-05,10.0291,10
1267,p1,1326,6.73471e-05,10.0403,10
1268,p1,1387,6.78497e-05,10.0527,10
1269,p1,1152,6.75147e-05,10.035,10
1270,p1,1309,6.72214e-05,10.0349,10
1271,p1,1343,6.90215e-05,10.0132,10
1272,p1,1361,6.87805e-05,9.99487,10
1273,p1,1160,6.94816e-05,10.0064,10
1274,p1,1397,7.02838e-05,10.0134,10
1275,p1,1373,6.90119e-05,10.0552,10
1276,p1,1229,6.90184e-05,10.0588,10
1277,p1,1401,7.02892e-05,10.004,10
1278,p1,1337,6.81958e-05,9.99361,10
1279,p1,1356,6.84947e-05,9.99636,10
1280,p1,1274,6.77101e-05,9.98521,10
1281,p1,1375,6.79323e-05,9.96418,10
1282,p1,1269,6.78414e-05,9.96203,10
1283,p1,1253,6.8591e-05,9.98019,10
1284,p1,1242,6.5446e-05,9.992,10
1285,p1,1356,6.6499e-05,10.0092,10
1286,p1,1242,6.84023e-05,9.99546,10
1287,p1,1247,6.709e-05,9.99299,10
1288,p1,1269,6.78982e-05,10.0007,10
1289,p1,1321,6.67099e-05,9.99847,10
1290,p1,1259,6.76699e-05,9.97725,10
1291,p1,1236,6.67903e-05,9.98963,10
1292,p1,1333,6.59463e-05,10.0262,10
1293,p1,1320,6.54681e-05,9.99891,10
1294,p1,1270,6.41991e-05,10.0099,10
1295,p1,1353,6.49142e-05,10.018,10
1296,p1,1184,6.76066e-05,10.0143,10
1297,p1,1380,6.67033e-05,9.99626,10
1298,p1,1386,6.56058e-05,10.0252,10
1299,p1,1288,6.85634e-05,10.0092,10
1300,p1,1201,6.84173e-05,10.0514,10
1301,p1,1347,6.58871e-05,10.0597,10
1302,p1,1379,6.66385e-05,10.0589,10
1303,p1,1286,6.68545e-05,10.058,10
1304,p1,1164,6.62604e-05,10.0649,10
1305,p1,1418,6.77159e-05,10.075,10
1306,p1,1263,6.63512e-05,10.086,10
1307,p1,1323,6.75575e-05,10.0761,10
1308,p1,1309,7.02261e-05,10.0648,10
1309,p1,1270,7.17882e-05,10.0507,10
1310,p1,1355,6.91897e-05,10.0973,10
1311,p1,1285,6.99909e-05,10.056,10
1312,p1,1233,6.72141e-05,10.0854,10
1313,p1,1352,6.91974e-05,10.0568,10
1314,p1,1249,6.83592e-05,10.063,10
1315,p1,1349,6.67538e-05,10.0752,10
1316,p1,1266,6.90017e-05,10.0558,10
1317,p1,1163,6.53343e-05,10.055,10
1318,p1,1383,6.70049e-05,10.0519,10
1319,p1,1401,7.12008e-05,10.0686,10
1320,p1,1261,7.0852e-05,10.0554,10
1321,p1,1284,7.19455e-05,10.0714,10
1322,p1,1325,7.12359e-05,10.0588,10
1323,p1,1387,7.20363e-05,10.0646,10
1324,p1,1278,7.19208e-05,10.0826,10
1325,p1,1327,6.97133e-05,10.0859,10
1326,p1,1270,6.86591e-05,10.0604,10
1327,p1,1208,6.99742e-05,10.0349,10
1328,p1,1362,6.74873e-05,10.054,10
1329,p1,1386,6.56754e-05,10.0649,10
1330,p1,1257,6.86026e-05,10.0314,10
1331,p1,1420,6.79444e-05,10.0532,10
1332,p1,1283,6.55992e-05,10.0567,10
1333,p1,1256,6.94994e-05,10.0327,10
1334,p1,1151,6.92352e-05,10.0153,10
1335,p1,1324,6.80793e-05,10.0209,10
1336,p1,1315,6.48034e-05,10.0378,10
1337,p1,1353,6.57881e-05,10.0364,10
1338,p1,1294,6.72179e-05,10.0256,10
1339,p1,1272,6.48735e-05,10.0393,10
1340,p1,1372,6.59485e-05,10.0308,10
1341,p1,1511,6.28761e-05,10.0331,10
1342,p1,1267,6.19877e-05,10.0441,10
1343,p1,1231,6.53888e-05,10.059,10
1344,p1,1239,6.31883e-05,10.0338,10
1345,p1,1402,6.33636e-05,10.0242,10
1346,p1,1292,6.39352e-05,10.0512,10
1347,p1,1228,6.73194e-05,10.0384,10
1348,p1,1272,6.47111e-05,10.044,10
1349,p1,1278,6.64319e-05,10.0142,10
1350,p1,1246,6.81275e-05,10.035,10
1351,p1,1294,6.70609e-05,10.0319,10
1352,p1,1396,6.45272e-05,10.0347,10
1353,p1,1297,6.73663e-05,10.0335,10
1354,p1,1210,6.51421e-05,10.0204,10
1355,p1,1393,6.36396e-05,10.0427,10
1356,p1,1338,6.6893e-05,10.0339,10
1357,p1,1307,6.60689e-05,10.0182,10
1358,p1,1303,6.69341e-05,10.0093,10
1359,p1,1336,6.88819e-05,10.0146,10
1360,p1,1351,6.70595e-05,10.0397,10
1361,p1,1377,6.71797e-05,10.0276,10
1362,p1,1161,6.84406e-05,10.0254,10
1363,p1,1345,6.68898e-05,10.0127,10
1364,p1,1410,7.00488e-05,10.0222,10
1365,p1,1126,7.07497e-05,10.0462,10
1366,p1,1369,6.93793e-05,10.0505,10
1367,p1,1367,6.87533e-05,10.0347,10
1368,p1,1322,6.59491e-05,10.0188,10
1369,p1,1255,6.94044e-05,10.0362,10
1370,p1,1183,6.81076e-05,10.0523,10
1371,p1,1336,6.75129e-05,10.0512,10
1372,p1,1332,6.75735e-05,10.0553,10
1373,p1,1313,6.8386e-05,10.0303,10
1374,p1,1187,6.82492e-05,10.057,10
1375,p1,1460,6.74918e-05,10.0371,10
1376,p1,1411,6.78405e-05,10.0441,10
1377,p1,1167,6.90985e-05,10.0387,10
1378,p1,1440,7.10214e-05,10.0604,10
1379,p1,1344,6.79679e-05,10.0588,10
1380,p1,1351,6.73473e-05,10.0279,10
1381,p1,1339,6.82546e-05,10.0241,10
1382,p1,1269,7.14488e-05,10.045,10
1383,p1,1363,6.80263e-05,10.0373,10
1384,p1,1453,6.75539e-05,10.0472,10
1385,p1,1282,7.09929e-05,10.0492,10
1386,p1,1316,7.2908e-05,10.0624,10
1387,p1,1260,6.90654e-05,10.0485,10
1388,p1,1278,7.16048e-05,10.0273,10
1389,p1,1279,7.45021e-05,10.0053,10
1390,p1,1289,7.24377e-05,10.0158,10
1391,p1,1345,7.19778e-05,10.0047,10
1392,p1,1345,6.80693e-05,10.0186,10
1393,p1,1185,6.96777e-05,10.0165,10
1394,p1,1201,6.95087e-05,10.01,10
1395,p1,1447,6.63419e-05,10.0257,10
1396,p1,1358,6.78973e-05,10.0502,10
1397,p1,1308,7.02687e-05,10.0361,10
1398,p1,1213,6.56545e-05,10.0338,10
1399,p1,1339,6.71031e-05,10.0411,10
1400,p1,1325,6.7195e-05,10.0034,10
1401,p1,1177,6.53289e-05,10.0152,10
1402,p1,1222,6.61162e-05,10.0105,10
1403,p1,1393,6.62182e-05,10.0074,10
1404,p1,1379,6.56814e-05,9.97617,10
1405,p1,1158,6.63798e-05,9.99363,10
1406,p1,1291,6.73966e-05,9.97839,10
1407,p1,1407,6.64752e-05,10.0008,10
1408,p1,1422,6.73213e-05,10.0146,10
1409,p1,1220,6.79556e-05,10.0114,10
1410,p1,1302,6.75116e-05,10.0041,10
1411,p1,1408,6.90493e-05,10.0238,10
1412,p1,1424,6.78862e-05,10.0182,10
1413,p1,1230,6.93172e-05,10.0159,10
1414,p1,1388,6.92225e-05,10.0225,10
1415,p1,1321,6.68338e-05,10.022,10
1416,p1,1286,6.75334e-05,10.0203,10
1417,p1,1309,7.10769e-05,10.0261,10
1418,p1,1304,6.92449e-05,9.97929,10
1419,p1,1332,7.18224e-05,10.0017,10
1420,p1,1286,7.38102e-05,10.027,10
1421,p1,1414,7.05507e-05,10.0147,10
1422,p1,1262,7.38442e-05,10.0215,10
1423,p1,1413,7.77484e-05,10.0072,10
1424,p1,1346,7.84526e-05,9.99616,10
1425,p1,1221,7.92123e-05,9.97206,10
1426,p1,1280,7.75691e-05,9.99972,10
1427,p1,1335,7.71264e-05,9.96697,10
1428,p1,1277,7.39105e-05,9.985,10
1429,p1,1263,7.52392e-05,9.97828,10
1430,p1,1314,7.35914e-05,9.95318,10
1431,p1,1377,7.49227e-05,10.0109,10
1432,p1,1289,7.25725e-05,9.99177,10
1433,p1,1357,7.33022e-05,9.96406,10
1434,p1,1278,7.54436e-05,9.99722,10
1435,p1,1302,7.31413e-05,10.009,10
1436,p1,1233,7.04812e-05,9.99237,10
1437,p1,1365,7.47364e-05,10.0059,10
1438,p1,1377,7.24623e-05,9.99329,10
1439,p1,1353,7.16363e-05,10.0015,10
1440,p1,1395,7.16538e-05,10.0143,10
1441,p1,1254,7.51611e-05,10.0012,10
1442,p1,1280,7.15434e-05,9.9934,10
1443,p1,1318,7.34608e-05,9.99899,10
1444,p1,1244,7.06362e-05,10.0117,10
1445,p1,1395,7.05034e-05,10.008,10
1446,p1,1333,6.9762e-05,10.015,10
1447,p1,1226,7.08488e-05,10.0281,10
1448,p1,1245,7.07323e-05,10.0119,10
1449,p1,1495,7.11839e-05,10.0159,10
1450,p1,1358,7.04256e-05,10.029,10
1451,p1,1373,6.72739e-05,10.0187,10
1452,p1,1211,6.50681e-05,10.0067,10
1453,p1,1359,6.91007e-05,10.0245,10
1454,p1,1420,6.25467e-05,10.012,10
1455,p1,1256,6.42172e-05,9.99234,10
1456,p1,1319,6.505e-05,9.99847,10
1457,p1,1289,6.50833e-05,9.99137,10
1458,p1,1317,6.46958e-05,10.0115,10
1459,p1,1365,6.66343e-05,9.98588,10
1460,p1,1274,6.68536e-05,9.99048,10
1461,p1,1367,6.63999e-05,9.98655,10
1462,p1,1436,6.66648e-05,9.99169,10
1463,p1,1249,6.40188e-05,9.99616,10
1464,p1,1337,6.12375e-05,10.0221,10
1465,p1,1423,6.41089e-05,10.0035,10
1466,p1,1268,6.36545e-05,9.98192,10
1467,p1,1351,6.45182e-05,9.98933,10
1468,p1,1257,6.43096e-05,9.9901,10
1469,p1,1285,6.54803e-05,9.96934,10
1470,p1,1429,6.58809e-05,10.003,10
1471,p1,1306,6.77523e-05,10.016,10
1472,p1,1282,6.91652e-05,9.99714,10
1473,p1,1175,6.93962e-05,10.0031,10
1474,p1,1318,7.02681e-05,9.97981,10
1475,p1,1504,6.84351e-05,9.94923,10
1476,p1,1178,6.55146e-05,9.97015,10
1477,p1,1220,6.95784e-05,9.95708,10
1478,p1,1485,6.98377e-05,9.98241,10
1479,p1,1106,6.93951e-05,10.0002,10
1480,p1,1266,7.03751e-05,9.97891,10
1481,p1,1379,7.11299e-05,9.98142,10
1482,p1,1395,6.88299e-05,9.98196,10
1483,p1,1285,6.99933e-05,9.96471,10
1484,p1,1305,7.12957e-05,9.96822,10
1485,p1,1259,7.20699e-05,9.95545,10
1486,p1,1293,7.0044e-05,9.95375,10
1487,p1,1422,6.99192e-05,9.96384,10
1488,p1,1225,6.83277e-05,9.95354,10
1489,p1,1233,6.74045e-05,9.95576,10
1490,p1,1482,6.6821e-05,9.94682,10
1491,p1,1200,6.87046e-05,9.95768,10
1492,p1,1319,6.87629e-05,9.95986,10
1493,p1,1225,6.55616e-05,9.97482,10
1494,p1,1237,6.71093e-05,9.99213,10
1495,p1,1324,6.48703e-05,9.96202,10
1496,p1,1325,6.49175e-05,9.99884,10
1497,p1,1245,6.38228e-05,9.99551,10
1498,p1,1290,6.62992e-05,9.98636,10
1499,p1,1367,6.55226e-05,9.98736,10
1500,p1,1345,6.68354e-05,9.97769,10
1501,p1,1232,6.73779e-05,10.0189,10
1502,p1,1196,6.60743e-05,10.0248,10
1503,p1,1368,6.62028e-05,10.0212,10
1504,p1,1280,6.49322e-05,10.0089,10
1505,p1,1364,6.65907e-05,10.005,10
1506,p1,1327,6.67e-05,10.0085,10
1507,p1,1159,6.59257e-05,9.99652,10
1508,p1,1335,6.80753e-05,10.0039,10
1509,p1,1386,6.605e-05,10.0075,10
1510,p1,1269,6.90666e-05,10.0022,10
1511,p1,1142,6.92472e-05,9.99016,10
1512,p1,1411,6.90428e-05,9.99009,10
1513,p1,1472,7.06922e-05,9.99881,10
1514,p1,1286,7.03795e-05,9.98774,10
1515,p1,1328,7.21687e-05,10.0011,10
1516,p1,1227,7.36732e-05,10.0143,10
1517,p1,1308,7.16377e-05,10.0032,10
1518,p1,1431,6.87645e-05,9.99489,10
1519,p1,1305,6.9499e-05,9.99834,10
1520,p1,1397,6.67956e-05,9.9908,10
1521,p1,1336,6.91446e-05,10.0188,10
1522,p1,1333,7.09835e-05,10.0013,10
1523,p1,1359,7.17951e-05,10.0133,10
1524,p1,1491,7.26372e-05,10.0088,10
1525,p1,1225,7.10727e-05,10.0109,10
1526,p1,1332,7.23671e-05,10.0022,10
1527,p1,1365,7.09251e-05,10.0198,10
1528,p1,1318,7.15443e-05,10.0295,10
1529,p1,1316,6.93755e-05,10.0353,10
1530,p1,1343,7.01262e-05,10.0587,10
1531,p1,1274,6.85941e-05,10.0483,10
1532,p1,1232,7.1113e-05,10.0477,10
1533,p1,1132,7.00948e-05,10.035,10
1534,p1,1352,6.81926e-05,10.0386,10
1535,p1,1438,6.78168e-05,10.0478,10
1536,p1,1191,6.8117e-05,10.0389,10
1537,p1,1207,7.00117e-05,10.0469,10
1538,p1,1345,7.0577e-05,10.0469,10
1539,p1,1395,6.86091e-05,10.0163,10
1540,p1,1371,7.20353e-05,10.0244,10
1541,p1,1230,7.14638e-05,10.0294,10
1542,p1,1305,7.20267e-05,10.0379,10
1543,p1,1351,7.4086e-05,10.0315,10
1544,p1,1262,7.2285e-05,10.0575,10
1545,p1,1213,7.22596e-05,10.0447,10
1546,p1,1225,7.38538e-05,10.0434,10
1547,p1,1320,7.40193e-05,10.0214,10
1548,p1,1180,7.21721e-05,10.0357,10
1549,p1,1364,7.2504e-05,10.0322,10
1550,p1,1360,7.44934e-05,9.99817,10
1551,p1,1201,7.32919e-05,10.0085,10
1552,p1,1261,7.13814e-05,10.0254,10
1553,p1,1356,7.2094e-05,10.0277,10
1554,p1,1407,7.16542e-05,10.0262,10
1555,p1,1326,7.20755e-05,10.0312,10
1556,p1,1281,7.1818e-05,10.053,10
1557,p1,1302,7.05194e-05,10.021,10
1558,p1,1262,7.27602e-05,10.0286,10
1559,p1,1254,7.27872e-05,10.0185,10
1560,p1,1283,7.29612e-05,10.0132,10
1561,p1,1388,7.17453e-05,10.0038,10
1562,p1,1346,7.40087e-05,10.0137,10
1563,p1,1202,7.58681e-05,10.0149,10
1564,p1,1391,7.17619e-05,10.0144,10
1565,p1,1369,7.07544e-05,9.99184,10
1566,p1,1258,7.39568e-05,9.99902,10
1567,p1,1369,7.23183e-05,9.98567,10
1568,p1,1418,7.28065e-05,10.0001,10
1569,p1,1237,7.15806e-05,9.99372,10
1570,p1,1200,7.30822e-05,9.99036,10
1571,p1,1394,7.20955e-05,10.0166,10
1572,p1,1370,7.34972e-05,10.0145,10
1573,p1,1181,7.38687e-05,10.0014,10
1574,p1,1357,7.29285e-05,10.0035,10
1575,p1,1249,7.4416e-05,10.0121,10
1576,p1,1168,7.44489e-05,9.99859,10
1577,p1,1358,7.53159e-05,10.0198,10
1578,p1,1300,7.25579e-05,9.98485,10
1579,p1,1128,7.28299e-05,10.0015,10
1580,p1,1425,7.14804e-05,10.0028,10
1581,p1,1337,7.22169e-05,10.0099,10
1582,p1,1193,7.08907e-05,9.98965,10
1583,p1,1373,7.11217e-05,9.9954,10
1584,p1,1325,7.07601e-05,9.99452,10
1585,p1,1214,7.27018e-05,9.99492,10
1586,p1,1406,7.2755e-05,9.99313,10
1587,p1,1332,7.45596e-05,10.0202,10
1588,p1,1233,7.18316e-05,9.99669,10
1589,p1,1401,7.29075e-05,9.97369,10
1590,p1,1279,7.20071e-05,9.99142,10
1591,p1,1298,7.21154e-05,10.0132,10
1592,p1,1373,7.25026e-05,10.0348,10
1593,p1,1267,7.18133e-05,9.99509,10
1594,p1,1309,7.05768e-05,9.98723,10
1595,p1,1327,7.24115e-05,9.97617,10
1596,p1,1479,7.22257e-05,9.96966,10
1597,p1,1344,7.11781e-05,9.98282,10
1598,p1,1319,7.47561e-05,10.0043,10
1599,p1,1319,7.42571e-05,9.99108,10
1600,p1,1341,7.40729e-05,9.98155,10
1601,p1,1426,7.51913e-05,9.97216,10
1602,p1,1277,7.47357e-05,9.99533,10
1603,p1,1361,7.55715e-05,9.97805,10
1604,p1,1389,7.23087e-05,9.9619,10
1605,p1,1386,7.41366e-05,9.97094,10
1606,p1,1358,7.32352e-05,9.96152,10
1607,p1,1373,7.36594e-05,9.95689,10
1608,p1,1249,7.33781e-05,9.9528,10
1609,p1,1376,7.35212e-05,9.96716,10
1610,p1,1204,7.31231e-05,9.9481,10
1611,p1,1398,7.49331e-05,9.9503,10
1612,p1,1337,7.36444e-05,9.96111,10
1613,p1,1255,7.46152e-05,9.94225,10
1614,p1,1279,7.49859e-05,9.97651,10
1615,p1,1219,7.30247e-05,9.96033,10
1616,p1,1475,7.27746e-05,9.9679,10
1617,p1,1241,7.42788e-05,9.96279,10
1618,p1,1231,7.42874e-05,9.96552,10
1619,p1,1267,7.44962e-05,9.94685,10
1620,p1,1314,7.17767e-05,9.96608,10
1621,p1,1367,7.06417e-05,9.96626,10
1622,p1,1474,7.31112e-05,9.96829,10
1623,p1,1284,7.23904e-05,9.96512,10
1624,p1,1339,7.29205e-05,9.98319,10
1625,p1,1311,7.17115e-05,9.99088,10
1626,p1,1295,7.16134e-05,9.99218,10
1627,p1,1369,7.25914e-05,9.98154,10
1628,p1,1242,7.15997e-05,9.99328,10
1629,p1,1295,7.24636e-05,10.0231,10
1630,p1,1329,7.20208e-05,10.0139,10
1631,p1,1195,7.22363e-05,10.0081,10
1632,p1,1235,7.23939e-05,10.001,10
1633,p1,1371,7.16976e-05,10.0143,10
1634,p1,1351,7.1216e-05,10.0501,10
1635,p1,1357,7.12729e-05,10.0192,10
1636,p1,1264,7.01183e-05,10.0392,10
1637,p1,1451,7.13409e-05,9.99363,10
1638,p1,1259,6.98003e-05,10.0165,10
1639,p1,1345,6.895e-05,10.0497,10
1640,p1,1367,6.852e-05,10.0405,10
1641,p1,1381,6.78747e-05,10.0263,10
1642,p1,1354,7.03312e-05,9.99668,10
1643,p1,1238,6.8827e-05,10.0033,10
1644,p1,1340,6.93153e-05,10.0171,10
1645,p1,1189,6.74754e-05,10.0296,10
1646,p1,1353,6.68348e-05,10.0273,10
1647,p1,1250,6.58737e-05,10.0292,10
1648,p1,1376,6.62643e-05,10.0345,10
1649,p1,1317,6.61917e-05,10.0426,10
1650,p1,1403,6.62653e-05,10.0187,10
1651,p1,1190,6.69602e-05,10.021,10
1652,p1,1381,6.62172e-05,10.0183,10
1653,p1,1323,6.81693e-05,9.99825,10
1654,p1,1162,6.82604e-05,10.0207,10
1655,p1,1253,6.71464e-05,10.0388,10
1656,p1,1384,6.69237e-05,10.0065,10
1657,p1,1252,6.81702e-05,10.0127,10
1658,p1,1305,6.77495e-05,10.0119,10
1659,p1,1453,6.84704e-05,10.0247,10
1660,p1,1218,6.80846e-05,10.0398,10
1661,p1,1303,7.00954e-05,10.0238,10
1662,p1,1302,6.90844e-05,10.0148,10
1663,p1,1433,6.91397e-05,10.0133,10
1664,p1,1160,6.86006e-05,10.0078,10
1665,p1,1303,6.99991e-05,9.99044,10
1666,p1,1312,7.03884e-05,10.0162,10
1667,p1,1366,6.87385e-05,10.0207,10
1668,p1,1343,6.95627e-05,10.0111,10
1669,p1,1214,6.81298e-05,10.0384,10
1670,p1,1234,6.90916e-05,10.0176,10
1671,p1,1344,6.93476e-05,10.0069,10
1672,p1,1362,6.89539e-05,10.0192,10
1673,p1,1304,6.79738e-05,10.0189,10
1674,p1,1485,6.78424e-05,10.0054,10
1675,p1,1268,6.9115e-05,10.0139,10
1676,p1,1229,6.86423e-05,10.0027,10
1677,p1,1304,6.8521e-05,10.022,10
1678,p1,1447,6.9012e-05,10.0327,10
1679,p1,1256,6.84341e-05,10.0429,10
1680,p1,1228,6.9109e-05,10.031,10
1681,p1,1378,6.92981e-05,10.009,10
1682,p1,1359,6.89446e-05,10.0203,10
1683,p1,1159,6.95701e-05,10.0277,10
1684,p1,1311,6.96346e-05,10.0003,10
1685,p1,1430,6.83956e-05,9.99667,10
1686,p1,1258,6.99245e-05,10.0328,10
1687,p1,1180,7.08746e-05,10.0401,10
1688,p1,1301,7.04459e-05,10.0244,10
1689,p1,1310,7.00764e-05,10.0211,10
1690,p1,1288,7.08125e-05,10.0116,10
1691,p1,1264,6.98165e-05,10.0366,10
1692,p1,1239,6.89915e-05,10.0275,10
1693,p1,1347,6.99517e-05,10.0446,10
1694,p1,1139,6.86599e-05,10.0374,10
1695,p1,1424,6.92786e-05,10.006,10
1696,p1,1419,6.81264e-05,10.0216,10
1697,p1,1297,6.71458e-05,10.0165,10
1698,p1,1293,6.73069e-05,10.0121,10
1699,p1,1301,6.72139e-05,10.0297,10
1700,p1,1314,6.6471e-05,10.0421,10
1701,p1,1293,6.71845e-05,9.99609,10
1702,p1,1449,6.7728e-05,10.0195,10
1703,p1,1342,6.72603e-05,10.0311,10
1704,p1,1155,6.71513e-05,10.0167,10
1705,p1,1331,6.76842e-05,10.0339,10
1706,p1,1417,6.76092e-05,10.0424,10
1707,p1,1363,6.78352e-05,10.0382,10
1708,p1,1387,6.8001e-05,10.0344,10
1709,p1,1145,6.73739e-05,10.0555,10
1710,p1,1395,6.84539e-05,10.0636,10
1711,p1,1386,6.81882e-05,10.0253,10
1712,p1,1311,6.79189e-05,10.0385,10
1713,p1,1368,6.72949e-05,10.0622,10
1714,p1,1282,6.73812e-05,10.0491,10
1715,p1,1372,6.77435e-05,10.016,10
1716,p1,1263,6.75348e-05,10.0327,10
1717,p1,1409,6.70036e-05,10.0046,10
1718,p1,1283,6.8312e-05,10.0221,10
1719,p1,1249,6.70981e-05,10.0173,10
1720,p1,1334,6.75436e-05,10.0143,10
1721,p1,1275,6.60423e-05,10.0224,10
1722,p1,1339,6.74063e-05,9.99554,10
1723,p1,1262,6.75271e-05,9.98482,10
1724,p1,1192,6.72869e-05,10.0084,10
1725,p1,1217,6.70966e-05,10.0115,10
1726,p1,1432,6.63779e-05,10.009,10
1727,p1,1296,6.77625e-05,10.0029,10
1728,p1,1053,6.80611e-05,10.0109,10
1729,p1,1455,6.74245e-05,10.0239,10
1730,p1,1401,6.74839e-05,9.99938,10
1731,p1,1302,6.68724e-05,10.0157,10
1732,p1,1156,6.67648e-05,10.0191,10
1733,p1,1343,6.71254e-05,10.0088,10
1734,p1,1263,6.63208e-05,9.9979,10
1735,p1,1342,6.54847e-05,10.0351,10
1736,p1,1353,6.64931e-05,10.0117,10
1737,p1,1299,6.59351e-05,9.98332,10
1738,p1,1388,6.61103e-05,9.99419,10
1739,p1,1262,6.82343e-05,10.0071,10
1740,p1,1394,6.6937e-05,9.97116,10
1741,p1,1323,6.73267e-05,9.99195,10
1742,p1,1326,6.58932e-05,9.98054,10
1743,p1,1318,6.78117e-05,9.98106,10
1744,p1,1358,6.6134e-05,9.96689,10
1745,p1,1270,6.57997e-05,9.97727,10
1746,p1,1288,6.61657e-05,9.99896,10
1747,p1,1370,6.58336e-05,9.98736,10
1748,p1,1289,6.58168e-05,10.007,10
1749,p1,1167,6.48594e-05,10.0037,10
1750,p1,1311,6.55264e-05,9.99635,10
1751,p1,1417,6.60491e-05,10.0214,10
1752,p1,1310,6.73642e-05,10.0298,10
1753,p1,1281,6.74101e-05,10.0428,10
1754,p1,1334,6.81743e-05,10.0057,10
1755,p1,1251,6.85898e-05,10.0308,10
1756,p1,1305,6.87322e-05,10.042,10
1757,p1,1320,6.92742e-05,10.0395,10
1758,p1,1360,6.75093e-05,10.033,10
1759,p1,1368,6.87887e-05,10.011,10
1760,p1,1174,6.76843e-05,10.0114,10
1761,p1,1348,6.62555e-05,10.0135,10
1762,p1,1429,6.62103e-05,10.021,10
1763,p1,1408,6.73891e-05,10.0278,10
1764,p1,1183,6.77105e-05,10.0266,10
1765,p1,1392,6.7692e-05,10.028,10
1766,p1,1370,6.65874e-05,10.0229,10
1767,p1,1240,6.84796e-05,10.0475,10
1768,p1,1307,7.0124e-05,10.0116,10
1769,p1,1320,6.85593e-05,10.019,10
1770,p1,1268,6.83231e-05,10.0343,10
1771,p1,1292,6.85868e-05,10.0375,10
1772,p1,1353,6.73695e-05,10.0362,10
1773,p1,1265,7.04054e-05,10.0134,10
1774,p1,1339,6.91038e-05,10.0131,10
1775,p1,1359,6.93287e-05,10.0274,10
1776,p1,1325,6.85763e-05,10.0588,10
1777,p1,1306,6.83714e-05,10.0417,10
1778,p1,1175,6.79924e-05,10.039,10
1779,p1,1443,6.91246e-05,10.0551,10
1780,p1,1329,6.99793e-05,10.0287,10
1781,p1,1273,6.9663e-05,10.0291,10
1782,p1,1304,7.14159e-05,10.0307,10
1783,p1,1324,7.09296e-05,10.0258,10
1784,p1,1288,6.89284e-05,10.0171,10
1785,p1,1239,7.02804e-05,10.0346,10
1786,p1,1332,7.09762e-05,10.0256,10
1787,p1,1283,6.89336e-05,10.0356,10
1788,p1,1309,7.0468e-05,10.0046,10
1789,p1,1304,7.19376e-05,10.0295,10
1790,p1,1289,7.11711e-05,10.0644,10
1791,p1,1292,7.07217e-05,10.0401,10
1792,p1,1367,7.0364e-05,10.0577,10
1793,p1,1257,7.18078e-05,10.0627,10
1794,p1,1207,7.08344e-05,10.0605,10
1795,p1,1357,7.1187e-05,10.0398,10
