gen,pop-id, pop-size, hetero., mean-phenotype, optimal-phenotype
612,p1,1249,3.95542e-05,10.0305,10
613,p1,1299,3.80226e-05,9.99412,10
614,p1,1204,4.00126e-05,10.0099,10
615,p1,1286,3.88794e-05,10.0041,10
616,p1,1336,3.99695e-05,9.9961,10
617,p1,1270,3.95401e-05,10.0256,10
618,p1,1284,3.92521e-05,10.0291,10
619,p1,1359,3.90734e-05,9.98024,10
620,p1,1302,3.88359e-05,10.0025,10
621,p1,1167,3.83791e-05,10.0085,10
622,p1,1321,3.78771e-05,10.0045,10
623,p1,1304,3.82883e-05,10.0219,10
624,p1,1230,3.98426e-05,10.0369,10
625,p1,1262,3.99667e-05,10.0166,10
626,p1,1243,3.91627e-05,10.0155,10
627,p1,1349,4.03795e-05,10.0536,10
628,p1,1319,3.94508e-05,10.0329,10
629,p1,1397,3.85357e-05,10.0031,10
630,p1,1205,3.76211e-05,9.9815,10
631,p1,1380,3.71777e-05,9.99239,10
632,p1,1298,3.76846e-05,10.0107,10
633,p1,1323,3.68558e-05,9.98184,10
634,p1,1213,3.64965e-05,9.98843,10
635,p1,1452,3.7412e-05,9.99681,10
636,p1,1256,3.74007e-05,9.97218,10
637,p1,1321,3.67099e-05,9.97609,10
638,p1,1146,3.75998e-05,9.95098,10
639,p1,1454,3.80634e-05,9.98269,10
640,p1,1424,3.84213e-05,9.9611,10
641,p1,1263,3.82992e-05,9.96968,10
642,p1,1171,3.79539e-05,9.9661,10
643,p1,1379,3.90972e-05,9.985,10
644,p1,1361,3.83686e-05,9.97096,10
645,p1,1427,3.91912e-05,9.95666,10
646,p1,1190,3.92633e-05,9.9512,10
647,p1,1407,3.94656e-05,9.97238,10
648,p1,1291,4.04685e-05,9.98332,10
649,p1,1434,4.05375e-05,9.9745,10
650,p1,1292,4.09079e-05,9.98311,10
651,p1,1240,4.01982e-05,9.95571,10
652,p1,1327,4.04989e-05,9.97078,10
653,p1,1387,4.07057e-05,9.99894,10
654,p1,1296,4.09326e-05,10.0123,10
655,p1,1254,4.07171e-05,9.99743,10
656,p1,1264,4.09573e-05,9.99417,10
657,p1,1420,4.02331e-05,10.0005,10
658,p1,1239,3.97291e-05,10.0053,10
659,p1,1284,4.03206e-05,9.94805,10
660,p1,1145,3.96644e-05,9.99302,10
661,p1,1377,3.95316e-05,10.0138,10
662,p1,1453,3.93897e-05,10.0045,10
663,p1,1411,3.98343e-05,9.99247,10
664,p1,1360,3.91984e-05,9.98138,10
665,p1,1390,3.9793e-05,9.97666,10
666,p1,1417,4.02261e-05,9.97962,10
667,p1,1284,4.00621e-05,10.0055,10
668,p1,1350,4.05066e-05,9.99351,10
669,p1,1270,3.95937e-05,9.99589,10
670,p1,1496,3.98915e-05,10.0105,10
671,p1,1288,3.91292e-05,10.0006,10
672,p1,1248,3.94886e-05,10.0036,10
673,p1,1413,3.9487e-05,9.99832,10
674,p1,1325,3.94843e-05,10.0252,10
675,p1,1240,3.95386e-05,10.0272,10
676,p1,1216,3.90579e-05,10.0258,10
677,p1,1487,3.95738e-05,10.0528,10
678,p1,1227,3.91559e-05,10.0341,10
679,p1,1343,3.95699e-05,10.0342,10
680,p1,1265,3.94303e-05,10.0424,10
681,p1,1396,3.93874e-05,10.0393,10
682,p1,1249,3.90238e-05,10.0131,10
683,p1,1268,3.96395e-05,10.07,10
684,p1,1210,3.95211e-05,10.0329,10
685,p1,1164,3.95455e-05,10.0341,10
686,p1,1416,3.98983e-05,10.0212,10
687,p1,1293,3.94763e-05,10.0051,10
688,p1,1232,4.01962e-05,10.0291,10
689,p1,1178,4.05951e-05,10.0153,10
690,p1,1513,4.1323e-05,10.0226,10
691,p1,1285,4.09218e-05,10.0245,10
692,p1,1263,4.03605e-05,10.0312,10
693,p1,1334,3.91793e-05,10.0291,10
694,p1,1231,3.97685e-05,10.0267,10
695,p1,1428,3.93293e-05,10.0445,10
696,p1,1192,3.94245e-05,10.0164,10
697,p1,1213,3.92646e-05,10.0228,10
698,p1,1447,3.99599e-05,10.0125,10
699,p1,1307,3.92303e-05,10.0172,10
700,p1,1298,3.96115e-05,10.0394,10
701,p1,1196,3.93256e-05,10.038,10
702,p1,1376,3.92404e-05,10.0062,10
703,p1,1221,3.99139e-05,10.0203,10
704,p1,1337,3.9861e-05,10.029,10
705,p1,1290,3.99321e-05,10.0236,10
706,p1,1263,4.03335e-05,10.0115,10
707,p1,1357,4.19293e-05,10.0179,10
708,p1,1352,4.07259e-05,10.0174,10
709,p1,1280,4.0632e-05,10.0318,10
710,p1,1306,4.1078e-05,10.0187,10
711,p1,1298,4.09928e-05,10.0441,10
712,p1,1365,4.1266e-05,10.0044,10
713,p1,1257,4.13606e-05,10.0357,10
714,p1,1303,4.1682e-05,10.0269,10
715,p1,1217,4.16965e-05,10.0379,10
716,p1,1264,4.15061e-05,10.032,10
717,p1,1187,4.16052e-05,10.0203,10
718,p1,1350,4.19484e-05,10.0263,10
719,p1,1318,4.17994e-05,10.033,10
720,p1,1256,4.21805e-05,10.0147,10
721,p1,1311,4.20684e-05,10.0296,10
722,p1,1388,4.24805e-05,10.0452,10
723,p1,1201,4.24837e-05,10.0354,10
724,p1,1378,4.28396e-05,10.032,10
725,p1,1366,4.24118e-05,10.0319,10
726,p1,1250,4.22776e-05,10.0324,10
727,p1,1316,4.23591e-05,10.0385,10
728,p1,1265,4.12117e-05,10.0259,10
729,p1,1192,4.2033e-05,10.0228,10
730,p1,1391,4.20731e-05,10.0086,10
731,p1,1327,4.21074e-05,10.014,10
732,p1,1363,4.18478e-05,9.99492,10
733,p1,1142,4.14286e-05,9.99944,10
734,p1,1261,4.14915e-05,10.0032,10
735,p1,1427,4.16446e-05,9.99055,10
736,p1,1261,4.20965e-05,9.98833,10
737,p1,1291,4.1761e-05,10.0036,10
738,p1,1351,4.03392e-05,10.0186,10
739,p1,1300,4.15758e-05,10.0273,10
740,p1,1331,4.15914e-05,10.054,10
741,p1,1275,4.19522e-05,10.0245,10
742,p1,1217,4.22642e-05,10.0351,10
743,p1,1330,4.12653e-05,10.0294,10
744,p1,1327,4.11994e-05,10.0345,10
745,p1,1322,4.11265e-05,10.0309,10
746,p1,1297,4.15136e-05,10.0094,10
747,p1,1211,4.17678e-05,10.0201,10
748,p1,1266,4.18416e-05,10.0286,10
749,p1,1422,4.19051e-05,10.0432,10
750,p1,1420,4.22085e-05,10.0376,10
751,p1,1270,4.25386e-05,10.0342,10
752,p1,1356,4.32649e-05,10.0108,10
753,p1,1397,4.23133e-05,10.0467,10
754,p1,1285,4.19773e-05,10.0297,10
755,p1,1229,4.2354e-05,10.0411,10
756,p1,1336,4.20661e-05,10.0392,10
757,p1,1239,4.20631e-05,10.0258,10
758,p1,1353,4.23196e-05,10.0229,10
759,p1,1317,4.16567e-05,10.0164,10
760,p1,1355,4.1138e-05,10.0318,10
761,p1,1274,4.17926e-05,10.0462,10
762,p1,1333,4.21905e-05,10.0523,10
763,p1,1373,4.09462e-05,10.0374,10
764,p1,1188,4.15871e-05,10.0393,10
765,p1,1432,4.15438e-05,10.0224,10
766,p1,1287,4.24601e-05,10.0173,10
767,p1,1279,4.18365e-05,10.0114,10
768,p1,1347,4.23724e-05,9.99453,10
769,p1,1385,4.24432e-05,9.98498,10
770,p1,1308,4.25299e-05,9.98431,10
771,p1,1293,4.29382e-05,9.99682,10
772,p1,1245,4.26327e-05,10.0159,10
773,p1,1445,4.29299e-05,10.0016,10
774,p1,1230,4.2098e-05,9.98913,10
775,p1,1325,4.22051e-05,10.0161,10
776,p1,1264,4.23261e-05,10.0035,10
777,p1,1362,4.29878e-05,10.0103,10
778,p1,1280,4.34709e-05,10.029,10
779,p1,1233,4.40189e-05,10.0078,10
780,p1,1386,4.48345e-05,10.0216,10
781,p1,1292,4.38234e-05,10.0125,10
782,p1,1383,4.42306e-05,10.0092,10
783,p1,1191,4.3661e-05,10.0052,10
784,p1,1195,4.32376e-05,9.9915,10
785,p1,1269,4.28383e-05,10.0242,10
786,p1,1482,4.38789e-05,10.0004,10
787,p1,1092,4.38362e-05,9.99077,10
788,p1,1466,4.33395e-05,10.0146,10
789,p1,1264,4.32119e-05,10.0117,10
790,p1,1289,4.34507e-05,10.0226,10
791,p1,1409,4.33782e-05,10.0278,10
792,p1,1357,4.31392e-05,10.0301,10
793,p1,1319,4.37267e-05,10.0322,10
794,p1,1489,4.35693e-05,10.0385,10
795,p1,1408,4.41704e-05,10.042,10
796,p1,1356,4.40563e-05,10.0465,10
797,p1,1339,4.45113e-05,10.0184,10
798,p1,1267,4.37845e-05,10.0297,10
799,p1,1311,4.43572e-05,10.0489,10
800,p1,1261,4.49726e-05,10.0302,10
801,p1,1474,4.48998e-05,10.0168,10
802,p1,1291,4.47656e-05,10.0256,10
803,p1,1305,4.49792e-05,10.0232,10
804,p1,1284,4.45067e-05,10.0208,10
805,p1,1306,4.4108e-05,10.0379,10
806,p1,1397,4.46403e-05,10.034,10
807,p1,1405,4.44321e-05,10.0185,10
808,p1,1328,4.40982e-05,10.0015,10
809,p1,1332,4.43572e-05,10.0092,10
810,p1,1349,4.43253e-05,10.0035,10
811,p1,1233,4.49293e-05,10.0371,10
812,p1,1320,4.49202e-05,10.0691,10
813,p1,1206,4.40629e-05,10.0493,10
814,p1,1295,4.49822e-05,10.0445,10
815,p1,1352,4.56067e-05,10.0612,10
816,p1,1315,4.61977e-05,10.0605,10
817,p1,1301,4.63839e-05,10.0638,10
818,p1,1356,4.58482e-05,10.0247,10
819,p1,1300,4.58075e-05,10.0206,10
820,p1,1242,4.6593e-05,10.0402,10
821,p1,1443,4.66422e-05,10.0335,10
822,p1,1364,4.6387e-05,10.06,10
823,p1,1229,4.53978e-05,10.0218,10
824,p1,1290,4.62482e-05,10.0224,10
825,p1,1395,4.64634e-05,10.0125,10
826,p1,1450,4.76186e-05,10.0312,10
827,p1,1247,4.61682e-05,10.0174,10
828,p1,1388,4.57715e-05,10.0405,10
829,p1,1338,4.59433e-05,10.058,10
830,p1,1307,4.64786e-05,10.0663,10
831,p1,1305,4.66987e-05,10.0632,10
832,p1,1251,4.73291e-05,10.0537,10
833,p1,1272,4.7149e-05,10.0368,10
834,p1,1186,4.76619e-05,10.0207,10
835,p1,1340,4.82279e-05,10.0194,10
836,p1,1319,4.81203e-05,10.007,10
837,p1,1400,4.7734e-05,9.99576,10
838,p1,1286,4.89037e-05,9.98584,10
839,p1,1174,4.80349e-05,9.99574,10
840,p1,1333,4.82317e-05,10.0393,10
841,p1,1335,4.86107e-05,9.99524,10
842,p1,1281,4.90937e-05,10.0207,10
843,p1,1472,4.8728e-05,10.0062,10
844,p1,1152,4.79286e-05,10.008,10
845,p1,1313,4.91239e-05,10.007,10
846,p1,1264,4.91717e-05,10.0122,10
847,p1,1253,4.86729e-05,10.0232,10
848,p1,1394,4.83498e-05,10.0212,10
849,p1,1248,5.00221e-05,10.0456,10
850,p1,1250,4.94892e-05,10.0286,10
851,p1,1345,4.99621e-05,10.0196,10
852,p1,1348,5.01223e-05,10.0189,10
853,p1,1233,5.04277e-05,10.0283,10
854,p1,1449,5.0797e-05,10.0139,10
855,p1,1282,5.09192e-05,10.053,10
856,p1,1292,5.12473e-05,10.0374,10
857,p1,1248,5.11569e-05,10.036,10
858,p1,1347,5.13721e-05,10.0387,10
859,p1,1471,5.06829e-05,10.043,10
860,p1,1358,5.03742e-05,10.0398,10
861,p1,1300,5.19081e-05,10.0545,10
862,p1,1379,5.15037e-05,10.0558,10
863,p1,1224,5.13423e-05,10.0389,10
864,p1,1297,5.2032e-05,10.0461,10
865,p1,1304,5.27988e-05,10.0301,10
866,p1,1460,5.23936e-05,10.017,10
867,p1,1392,5.10679e-05,10.0282,10
868,p1,1342,5.11831e-05,10.0225,10
869,p1,1224,5.03537e-05,10.0383,10
870,p1,1256,5.13698e-05,10.0323,10
871,p1,1254,5.17861e-05,10.0356,10
872,p1,1405,5.16195e-05,9.99674,10
873,p1,1143,5.16079e-05,10.0143,10
874,p1,1423,5.16371e-05,10.0175,10
875,p1,1315,5.23843e-05,10.0345,10
876,p1,1348,5.30737e-05,10.0825,10
877,p1,1185,5.22568e-05,10.0607,10
878,p1,1144,5.16421e-05,10.0301,10
879,p1,1348,5.24135e-05,10.0363,10
880,p1,1309,5.23372e-05,10.0323,10
881,p1,1313,5.2726e-05,10.0603,10
882,p1,1268,5.31723e-05,10.0574,10
883,p1,1463,5.22132e-05,10.0582,10
884,p1,1267,5.11808e-05,10.0712,10
885,p1,1211,5.1847e-05,10.0572,10
886,p1,1558,5.18544e-05,10.0705,10
887,p1,1207,5.25055e-05,10.0452,10
888,p1,1279,5.24482e-05,10.0365,10
889,p1,1303,5.21486e-05,10.0486,10
890,p1,1509,5.24436e-05,10.0494,10
891,p1,1190,5.33617e-05,10.0642,10
892,p1,1262,5.33394e-05,10.0509,10
893,p1,1358,5.25301e-05,10.0503,10
894,p1,1202,5.30128e-05,10.0997,10
895,p1,1452,5.2471e-05,10.0724,10
896,p1,1216,5.30542e-05,10.0618,10
897,p1,1256,5.31044e-05,10.0675,10
898,p1,1245,5.16546e-05,10.077,10
899,p1,1371,5.25071e-05,10.0673,10
900,p1,1377,5.27028e-05,10.0387,10
901,p1,1347,5.37698e-05,10.0688,10
902,p1,1239,5.38309e-05,10.0799,10
903,p1,1326,5.35015e-05,10.0949,10
904,p1,1347,5.40386e-05,10.0675,10
905,p1,1240,5.38133e-05,10.1024,10
906,p1,1354,5.41715e-05,10.0743,10
907,p1,1300,5.44736e-05,10.0753,10
908,p1,1319,5.41373e-05,10.0789,10
909,p1,1389,5.30713e-05,10.0747,10
910,p1,1270,5.40521e-05,10.062,10
911,p1,1208,5.39683e-05,10.0492,10
912,p1,1329,5.37647e-05,10.0588,10
913,p1,1343,5.42737e-05,10.051,10
914,p1,1291,5.32454e-05,10.0661,10
915,p1,1239,5.33323e-05,10.0769,10
916,p1,1213,5.3018e-05,10.0478,10
917,p1,1308,5.26384e-05,10.0519,10
918,p1,1305,5.32318e-05,10.0621,10
919,p1,1270,5.21154e-05,10.0433,10
920,p1,1184,5.33042e-05,10.0646,10
921,p1,1396,5.30442e-05,10.0535,10
922,p1,1348,5.27207e-05,10.023,10
923,p1,1271,5.29221e-05,10.015,10
924,p1,1249,5.29024e-05,10.0314,10
925,p1,1422,5.19594e-05,10.0137,10
926,p1,1452,5.19359e-05,10.0107,10
927,p1,1289,5.38588e-05,10.0171,10
928,p1,1231,5.30733e-05,9.99518,10
929,p1,1386,5.33726e-05,10.0129,10
930,p1,1441,5.34899e-05,10.0392,10
931,p1,1362,5.30269e-05,10.0372,10
932,p1,1290,5.26671e-05,10.0304,10
933,p1,1277,5.26805e-05,10.0039,10
934,p1,1252,5.23652e-05,9.9974,10
935,p1,1385,5.20186e-05,10.0045,10
936,p1,1283,5.19461e-05,10.0244,10
937,p1,1267,5.21382e-05,10.0323,10
938,p1,1375,5.2397e-05,10.0013,10
939,p1,1347,5.23476e-05,10.0321,10
940,p1,1158,5.245e-05,10.0513,10
941,p1,1322,5.35073e-05,10.0541,10
942,p1,1279,5.26379e-05,10.0207,10
943,p1,1272,5.33062e-05,10.0194,10
944,p1,1237,5.34244e-05,10.0265,10
945,p1,1305,5.37295e-05,9.98996,10
946,p1,1379,5.50285e-05,10.0072,10
947,p1,1172,5.52794e-05,10.0263,10
948,p1,1236,5.55193e-05,9.99731,10
949,p1,1379,5.59598e-05,10.0092,10
950,p1,1330,5.7069e-05,10.0102,10
951,p1,1277,5.71684e-05,9.99562,10
952,p1,1260,5.64458e-05,10.0036,10
953,p1,1300,5.72173e-05,9.99988,10
954,p1,1380,5.71128e-05,10.0063,10
955,p1,1319,5.6886e-05,10.004,10
956,p1,1316,5.7418e-05,9.98913,10
957,p1,1388,5.75302e-05,9.97857,10
958,p1,1201,5.78495e-05,9.98256,10
959,p1,1397,5.78308e-05,9.98526,10
960,p1,1367,5.86858e-05,10.0027,10
961,p1,1217,5.88503e-05,9.99508,10
962,p1,1251,5.84042e-05,9.97543,10
963,p1,1417,5.78086e-05,9.99402,10
964,p1,1305,5.73626e-05,9.99196,10
965,p1,1309,5.75413e-05,9.99904,10
966,p1,1374,5.75012e-05,10.0175,10
967,p1,1288,5.70154e-05,9.99416,10
968,p1,1381,5.66974e-05,10.0078,10
969,p1,1236,5.81156e-05,10.0068,10
970,p1,1279,5.77995e-05,10.005,10
971,p1,1409,5.71857e-05,10.0241,10
972,p1,1393,5.7019e-05,10.011,10
973,p1,1262,5.72238e-05,9.98966,10
974,p1,1407,5.73785e-05,10.012,10
975,p1,1362,5.75538e-05,10.0588,10
976,p1,1261,5.63539e-05,10.0517,10
977,p1,1285,5.78596e-05,10.0501,10
978,p1,1291,5.67988e-05,10.0617,10
979,p1,1455,5.80298e-05,10.048,10
980,p1,1302,5.85045e-05,10.049,10
981,p1,1297,5.8174e-05,10.056,10
982,p1,1394,5.7848e-05,10.024,10
983,p1,1340,5.78357e-05,10.0339,10
984,p1,1236,5.71565e-05,10.0246,10
985,p1,1326,5.85437e-05,10.0603,10
986,p1,1216,5.85454e-05,10.0477,10
987,p1,1420,5.8451e-05,10.039,10
988,p1,1159,5.68939e-05,10.0634,10
989,p1,1310,5.75138e-05,10.0585,10
990,p1,1291,5.80392e-05,10.043,10
991,p1,1449,5.93313e-05,10.0213,10
992,p1,1216,6.00552e-05,10.0325,10
993,p1,1323,5.93727e-05,10.0245,10
994,p1,1344,5.90944e-05,10.0172,10
995,p1,1272,5.96057e-05,10.0168,10
996,p1,1363,5.92362e-05,10.0137,10
997,p1,1340,5.88875e-05,10.0161,10
998,p1,1246,5.81525e-05,10.004,10
999,p1,1399,5.88137e-05,10.0246,10
1000,p1,1394,5.90186e-05,10.0277,10
1001,p1,1285,5.99492e-05,9.99991,10
1002,p1,1327,5.92553e-05,10.0326,10
1003,p1,1385,6.0505e-05,10.014,10
1004,p1,1316,6.09115e-05,10.0279,10
1005,p1,1320,6.04027e-05,10.0143,10
1006,p1,1313,6.01856e-05,10.0039,10
1007,p1,1279,6.08122e-05,9.99741,10
1008,p1,1293,6.09659e-05,10.0204,10
1009,p1,1271,5.99997e-05,10.0024,10
1010,p1,1253,6.12074e-05,10.0202,10
1011,p1,1322,6.11881e-05,10.0035,10
1012,p1,1291,6.0966e-05,10.0163,10
1013,p1,1322,6.05493e-05,10.0276,10
1014,p1,1178,5.9295e-05,10.0097,10
1015,p1,1313,5.99004e-05,10.0175,10
1016,p1,1390,5.9688e-05,10.0132,10
1017,p1,1200,5.97481e-05,10.0484,10
1018,p1,1272,6.02247e-05,10.0482,10
1019,p1,1362,6.04494e-05,10.0384,10
1020,p1,1258,6.05452e-05,10.0402,10
1021,p1,1223,6.05302e-05,10.0388,10
1022,p1,1441,6.06791e-05,10.029,10
1023,p1,1321,6.12062e-05,10.0381,10
1024,p1,1263,6.03012e-05,10.0393,10
1025,p1,1319,6.16302e-05,10.0561,10
1026,p1,1334,6.18638e-05,10.0199,10
1027,p1,1394,6.28222e-05,10.0317,10
1028,p1,1257,6.13621e-05,9.99638,10
1029,p1,1214,6.23823e-05,9.9972,10
1030,p1,1449,6.22555e-05,10.0073,10
1031,p1,1289,6.19928e-05,10.0322,10
1032,p1,1249,6.25439e-05,10.0455,10
1033,p1,1287,6.18656e-05,10.0507,10
1034,p1,1377,6.12306e-05,10.0029,10
1035,p1,1294,6.10478e-05,10.0188,10
1036,p1,1259,6.01433e-05,10.0016,10
1037,p1,1284,6.04403e-05,10.0064,10
1038,p1,1300,6.08301e-05,9.98798,10
1039,p1,1406,6.14611e-05,10.0026,10
1040,p1,1249,6.18763e-05,10.0044,10
1041,p1,1208,6.14093e-05,10.0055,10
1042,p1,1431,6.09127e-05,10.0111,10
1043,p1,1361,6.1592e-05,10.0085,10
1044,p1,1247,6.04519e-05,9.99639,10
1045,p1,1415,6.24274e-05,10.0082,10
1046,p1,1365,6.04374e-05,9.99087,10
1047,p1,1285,5.95851e-05,9.97742,10
1048,p1,1348,5.94713e-05,9.96823,10
1049,p1,1413,5.90524e-05,10.0128,10
1050,p1,1244,5.6889e-05,10.009,10
1051,p1,1364,5.92242e-05,9.99375,10
1052,p1,1402,5.86206e-05,10.0072,10
1053,p1,1101,5.83362e-05,9.97667,10
1054,p1,1276,5.88812e-05,9.99114,10
1055,p1,1342,5.85037e-05,9.99928,10
1056,p1,1226,5.91069e-05,9.99612,10
1057,p1,1125,6.02493e-05,9.96662,10
1058,p1,1366,6.00524e-05,9.99197,10
1059,p1,1174,6.09728e-05,9.97953,10
1060,p1,1209,6.12493e-05,10.0006,10
1061,p1,1291,6.03254e-05,9.99211,10
1062,p1,1403,6.09275e-05,10.0081,10
1063,p1,1258,6.07187e-05,10.0073,10
1064,p1,1298,6.09272e-05,10.0038,10
1065,p1,1337,6.13429e-05,9.98054,10
1066,p1,1250,5.99282e-05,9.99935,10
1067,p1,1489,6.0911e-05,9.97903,10
1068,p1,1297,6.15895e-05,10.0274,10
1069,p1,1214,6.07439e-05,10.031,10
1070,p1,1348,6.12597e-05,10.0056,10
1071,p1,1379,6.20813e-05,10.0352,10
1072,p1,1222,6.10867e-05,10.0129,10
1073,p1,1258,6.17282e-05,10.0211,10
1074,p1,1391,6.28532e-05,10.0429,10
1075,p1,1334,6.23026e-05,10.0566,10
1076,p1,1199,6.14118e-05,10.0198,10
1077,p1,1396,6.21629e-05,10.0028,10
1078,p1,1319,6.19301e-05,9.99885,10
1079,p1,1417,6.09382e-05,10.0341,10
1080,p1,1259,6.03623e-05,10.0326,10
1081,p1,1174,6.05556e-05,10.0328,10
1082,p1,1332,6.17214e-05,10.0074,10
1083,p1,1391,6.11415e-05,10.0302,10
1084,p1,1336,5.98912e-05,10.0181,10
1085,p1,1239,5.96914e-05,10.0288,10
1086,p1,1278,6.03288e-05,10.0305,10
1087,p1,1234,6.07159e-05,10.048,10
1088,p1,1229,5.96198e-05,10.0257,10
1089,p1,1432,5.90496e-05,10.0124,10
1090,p1,1341,5.94432e-05,10.0071,10
1091,p1,1311,5.86526e-05,10.0032,10
1092,p1,1238,5.87185e-05,9.99896,10
1093,p1,1200,5.83564e-05,10.0038,10
1094,p1,1383,5.78695e-05,10.017,10
1095,p1,1399,5.99141e-05,10.0222,10
1096,p1,1255,5.95258e-05,10.0361,10
1097,p1,1220,6.06458e-05,10.0322,10
1098,p1,1434,5.92596e-05,10.0241,10
1099,p1,1238,5.88594e-05,10.0398,10
1100,p1,1373,6.04869e-05,10.0074,10
1101,p1,1286,6.11202e-05,10.0016,10
1102,p1,1449,6.02631e-05,10.0018,10
1103,p1,1258,6.20501e-05,10.0154,10
1104,p1,1204,6.05526e-05,10.0126,10
1105,p1,1408,6.13444e-05,9.995,10
1106,p1,1243,6.19918e-05,10.008,10
1107,p1,1262,6.24815e-05,10.0015,10
1108,p1,1289,6.21392e-05,10.0117,10
1109,p1,1331,6.38351e-05,9.96666,10
1110,p1,1232,6.29618e-05,9.95891,10
1111,p1,1368,6.29096e-05,10.0015,10
1112,p1,1343,6.30908e-05,9.9782,10
1113,p1,1314,6.27791e-05,9.99438,10
1114,p1,1376,6.28818e-05,9.97203,10
1115,p1,1302,6.3372e-05,10.011,10
1116,p1,1378,6.41959e-05,9.98093,10
1117,p1,1378,6.33306e-05,10.0086,10
1118,p1,1347,6.2835e-05,10.0127,10
1119,p1,1225,6.45266e-05,10.0342,10
1120,p1,1365,6.43766e-05,10.0114,10
1121,p1,1215,6.26843e-05,9.99319,10
1122,p1,1366,6.34524e-05,10.0031,10
1123,p1,1339,6.27478e-05,10.0141,10
1124,p1,1365,6.26931e-05,10.0134,10
1125,p1,1257,6.23185e-05,10.0107,10
1126,p1,1465,6.26735e-05,10.06,10
1127,p1,1214,6.12202e-05,10.0292,10
1128,p1,1261,6.10565e-05,10.0479,10
1129,p1,1346,6.08961e-05,10.042,10
1130,p1,1303,6.13009e-05,10.0314,10
1131,p1,1327,6.08145e-05,10.0219,10
1132,p1,1369,6.27864e-05,9.99456,10
1133,p1,1261,6.31768e-05,10.0045,10
1134,p1,1458,6.30759e-05,10.0056,10
1135,p1,1303,6.48313e-05,9.99958,10
1136,p1,1247,6.33857e-05,9.9833,10
1137,p1,1428,6.48108e-05,9.9854,10
1138,p1,1426,6.45355e-05,9.97512,10
1139,p1,1217,6.63373e-05,9.96114,10
1140,p1,1273,6.65899e-05,9.95018,10
1141,p1,1359,6.48983e-05,9.95613,10
1142,p1,1190,6.45725e-05,9.96801,10
1143,p1,1331,6.55782e-05,9.99422,10
1144,p1,1284,6.54943e-05,10.0022,10
1145,p1,1374,6.69559e-05,9.97952,10
1146,p1,1205,6.79097e-05,10.0085,10
1147,p1,1292,6.83219e-05,9.99677,10
1148,p1,1325,6.69526e-05,9.97678,10
1149,p1,1245,6.51657e-05,9.99308,10
1150,p1,1249,6.68023e-05,9.98754,10
1151,p1,1395,6.53103e-05,10.0104,10
1152,p1,1435,6.46075e-05,9.99486,10
1153,p1,1222,6.69021e-05,10.0045,10
1154,p1,1352,6.74192e-05,10.0265,10
1155,p1,1437,6.48164e-05,10.0364,10
1156,p1,1182,6.43697e-05,10.0546,10
1157,p1,1229,6.51237e-05,10.0361,10
1158,p1,1466,6.59607e-05,10.0333,10
1159,p1,1471,6.59177e-05,10.0024,10
1160,p1,1278,6.35479e-05,10.0081,10
1161,p1,1314,6.40043e-05,10.0029,10
1162,p1,1521,6.52453e-05,10.0013,10
1163,p1,1329,6.36889e-05,9.99985,10
1164,p1,1215,6.34973e-05,10.0002,10
1165,p1,1437,6.48716e-05,9.99061,10
1166,p1,1293,6.27532e-05,9.97782,10
1167,p1,1279,6.51617e-05,9.99021,10
1168,p1,1441,6.41398e-05,9.97232,10
1169,p1,1213,6.34194e-05,10.0136,10
1170,p1,1315,6.37358e-05,10.002,10
1171,p1,1279,6.42125e-05,9.98776,10
1172,p1,1385,6.4469e-05,9.98034,10
1173,p1,1293,6.29657e-05,10.0098,10
1174,p1,1274,6.22796e-05,10.001,10
1175,p1,1284,6.38572e-05,10.0032,10
1176,p1,1373,6.45538e-05,10.0132,10
1177,p1,1313,6.6966e-05,10.0143,10
1178,p1,1248,6.51307e-05,10.0078,10
1179,p1,1418,6.52277e-05,10.0068,10
1180,p1,1185,6.46564e-05,9.99077,10
1181,p1,1262,6.44135e-05,10.0113,10
1182,p1,1295,6.53766e-05,9.99147,10
1183,p1,1333,6.49663e-05,9.99562,10
1184,p1,1267,6.61352e-05,9.97729,10
1185,p1,1330,6.60935e-05,9.96417,10
1186,p1,1382,6.51723e-05,9.93156,10
1187,p1,1278,6.53962e-05,9.96994,10
1188,p1,1125,6.47313e-05,10.0185,10
1189,p1,1314,6.43157e-05,10.0205,10
1190,p1,1334,6.30961e-05,10.0366,10
1191,p1,1452,6.34424e-05,10.0246,10
1192,p1,1168,6.31225e-05,10.0372,10
1193,p1,1296,6.30481e-05,10.0228,10
1194,p1,1357,6.26532e-05,10.019,10
1195,p1,1397,6.48185e-05,10.0217,10
1196,p1,1182,6.44195e-05,10.0296,10
1197,p1,1346,6.48465e-05,9.98134,10
1198,p1,1433,6.48951e-05,10.0374,10
1199,p1,1339,6.44285e-05,10.0254,10
1200,p1,1275,6.41857e-05,10.0335,10
1201,p1,1226,6.6601e-05,10.0146,10
1202,p1,1375,6.47884e-05,10.0178,10
1203,p1,1395,6.48845e-05,10.019,10
1204,p1,1238,6.45736e-05,10.0288,10
1205,p1,1195,6.53793e-05,10.0187,10
1206,p1,1454,6.5198e-05,10.03,10
1207,p1,1273,6.49029e-05,10.0215,10
1208,p1,1237,6.3411e-05,10.0194,10
1209,p1,1297,6.56934e-05,10.0066,10
1210,p1,1359,6.60648e-05,10.0082,10
1211,p1,1379,6.45798e-05,10.0346,10
