replicate,gen,pop-id,pop-size,hetero,mean-phenotype,optimal-phenotype
0,5011,p3,30,3.09111e-05,10.9657,-100
0,5011,p3,30,3.09111e-05,10.9657,-100
0,5012,p3,60,3.54708e-05,11.2537,-100
0,5012,p3,60,3.54708e-05,11.2537,-100
0,5013,p3,90,3.83019e-05,11.2611,-100
0,5013,p3,80,3.95953e-05,11.2184,-100
0,5014,p3,140,3.75946e-05,11.354,-100
0,5014,p3,122,3.61257e-05,11.3505,-100
0,5015,p3,220,3.72478e-05,11.3966,-100
0,5015,p3,165,3.91357e-05,11.3779,-100
0,5016,p3,267,3.82018e-05,11.4838,-100
0,5016,p3,154,3.89178e-05,11.5292,-100
0,5017,p3,227,3.92147e-05,11.5447,-100
0,5017,p3,122,3.95898e-05,11.4462,-100
0,5018,p3,192,3.84439e-05,11.3889,-100
0,5018,p3,120,3.855e-05,11.2952,-100
0,5019,p3,179,3.7433e-05,11.3825,-100
0,5019,p3,113,3.73091e-05,11.3597,-100
0,5020,p3,173,3.70534e-05,11.3544,-100
0,5020,p3,123,3.7051e-05,11.3058,-100
0,5021,p3,219,3.71724e-05,11.2071,-100
0,5021,p3,154,3.72004e-05,11.1347,-100
0,5022,p3,231,3.66144e-05,11.0723,-100
0,5022,p3,119,3.39273e-05,10.9991,-100
0,5023,p3,146,3.35896e-05,10.9516,-100
0,5023,p3,81,3.26909e-05,11.048,-100
0,5024,p3,130,3.17373e-05,11.1848,-100
0,5024,p3,114,3.13585e-05,11.2482,-100
0,5025,p3,178,3.12929e-05,11.1752,-100
0,5025,p3,134,3.06137e-05,11.1549,-100
0,5026,p3,204,2.92397e-05,11.2188,-100
0,5026,p3,128,2.89798e-05,11.3225,-100
0,5027,p3,173,2.89739e-05,11.3426,-100
0,5027,p3,107,2.91947e-05,11.4212,-100
0,5028,p3,153,2.97437e-05,11.3121,-100
0,5028,p3,114,2.99665e-05,11.3214,-100
0,5029,p3,184,2.93759e-05,11.2979,-100
0,5029,p3,138,2.90091e-05,11.3952,-100
0,5030,p3,201,2.76713e-05,11.465,-100
0,5030,p3,115,2.59622e-05,11.6057,-100
0,5031,p3,166,2.58597e-05,11.5114,-100
0,5031,p3,93,2.63892e-05,11.4219,-100
0,5032,p3,132,2.6898e-05,11.4301,-100
0,5032,p3,90,2.71494e-05,11.4269,-100
0,5033,p3,153,2.53798e-05,11.4836,-100
0,5033,p3,120,2.47344e-05,11.5187,-100
0,5034,p3,181,2.57251e-05,11.4684,-100
0,5034,p3,121,2.70357e-05,11.4169,-100
0,5035,p3,177,2.73043e-05,11.3717,-100
0,5035,p3,112,2.72856e-05,11.3977,-100
0,5036,p3,139,2.79923e-05,11.3671,-100
0,5036,p3,89,2.77818e-05,11.4343,-100
0,5037,p3,118,3.0548e-05,11.5828,-100
0,5037,p3,92,3.17828e-05,11.655,-100
0,5038,p3,144,3.22475e-05,11.5814,-100
0,5038,p3,113,2.98011e-05,11.438,-100
0,5039,p3,171,3.18117e-05,11.3217,-100
0,5039,p3,114,3.41578e-05,11.2741,-100
0,5040,p3,167,3.04446e-05,11.1613,-100
0,5040,p3,103,2.96475e-05,11.068,-100
0,5041,p3,159,2.92753e-05,11.0044,-100
0,5041,p3,111,3.20067e-05,11.0043,-100
0,5042,p3,163,3.30882e-05,10.9983,-100
0,5042,p3,110,3.39529e-05,11.0593,-100
0,5043,p3,197,3.72965e-05,11.1661,-100
0,5043,p3,150,3.778e-05,11.2034,-100
0,5044,p3,218,3.67744e-05,11.0957,-100
0,5044,p3,123,3.64657e-05,10.9971,-100
0,5045,p3,169,3.49734e-05,10.838,-100
0,5045,p3,109,3.52251e-05,10.7108,-100
0,5046,p3,167,3.6128e-05,10.7751,-100
0,5046,p3,115,3.691e-05,10.7405,-100
0,5047,p3,182,3.74123e-05,10.805,-100
0,5047,p3,121,3.86142e-05,10.8061,-100
0,5048,p3,178,3.63914e-05,10.7942,-100
0,5048,p3,109,3.53922e-05,10.7402,-100
0,5049,p3,162,3.6528e-05,10.7264,-100
0,5049,p3,111,3.80156e-05,10.7215,-100
0,5050,p3,178,3.5036e-05,10.5502,-100
0,5050,p3,122,3.35904e-05,10.537,-100
0,5051,p3,182,3.49918e-05,10.588,-100
0,5051,p3,117,3.72398e-05,10.8235,-100
0,5052,p3,194,3.8547e-05,11.0007,-100
0,5052,p3,136,3.8866e-05,11.0684,-100
0,5053,p3,194,3.78167e-05,10.9372,-100
0,5053,p3,111,3.51794e-05,10.8112,-100
0,5054,p3,171,3.76362e-05,10.8521,-100
0,5054,p3,116,3.71986e-05,10.8717,-100
0,5055,p3,176,3.80238e-05,10.8278,-100
0,5055,p3,116,3.53162e-05,10.7665,-100
0,5056,p3,168,3.54781e-05,10.6978,-100
0,5056,p3,115,3.47868e-05,10.6588,-100
0,5057,p3,165,3.29469e-05,10.638,-100
0,5057,p3,114,3.2061e-05,10.6223,-100
0,5058,p3,210,3.28046e-05,10.6511,-100
0,5058,p3,163,3.41029e-05,10.6547,-100
0,5059,p3,252,3.66635e-05,10.7361,-100
0,5059,p3,146,3.99477e-05,10.8773,-100
0,5060,p3,204,4.07342e-05,10.9063,-100
0,5060,p3,110,4.24223e-05,10.9741,-100
0,5061,p3,156,4.32366e-05,10.803,-100
0,5061,p3,102,4.42955e-05,10.7958,-100
0,5062,p3,150,4.67751e-05,10.9806,-100
0,5062,p3,116,4.81001e-05,11.1368,-100
0,5063,p3,185,4.92165e-05,11.0812,-100
0,5063,p3,132,4.92694e-05,10.9983,-100
0,5064,p3,216,4.57363e-05,11.0435,-100
0,5064,p3,152,4.32297e-05,11.0382,-100
0,5065,p3,238,4.50986e-05,11.0244,-100
0,5065,p3,130,4.86796e-05,10.9665,-100
0,5066,p3,177,4.8605e-05,10.9037,-100
0,5066,p3,103,4.72217e-05,10.8396,-100
0,5067,p3,143,4.62155e-05,10.7807,-100
0,5067,p3,104,4.57193e-05,10.7345,-100
0,5068,p3,173,4.58024e-05,10.8119,-100
0,5068,p3,129,4.62496e-05,10.8215,-100
0,5069,p3,181,4.99341e-05,10.812,-100
0,5069,p3,97,5.28149e-05,10.8204,-100
0,5070,p3,126,5.17627e-05,10.8182,-100
0,5070,p3,89,4.88089e-05,10.7736,-100
0,5071,p3,159,4.98206e-05,10.8842,-100
0,5071,p3,135,4.98623e-05,10.9306,-100
0,5072,p3,224,4.92423e-05,10.9164,-100
0,5072,p3,140,4.77071e-05,10.8877,-100
0,5073,p3,202,4.57308e-05,10.8222,-100
0,5073,p3,112,4.47959e-05,10.7398,-100
0,5074,p3,161,4.65395e-05,10.7793,-100
0,5074,p3,106,4.94375e-05,10.7979,-100
0,5075,p3,156,4.88254e-05,10.8653,-100
0,5075,p3,113,4.72433e-05,10.8492,-100
0,5076,p3,165,4.74129e-05,10.8062,-100
0,5076,p3,114,4.90836e-05,10.7053,-100
0,5077,p3,192,4.95028e-05,10.5303,-100
0,5077,p3,141,5.00601e-05,10.5595,-100
0,5078,p3,213,5.29026e-05,10.5549,-100
0,5078,p3,124,5.44911e-05,10.5845,-100
0,5079,p3,176,5.27123e-05,10.6207,-100
0,5079,p3,101,5.26703e-05,10.6923,-100
0,5080,p3,147,5.05234e-05,10.5338,-100
0,5080,p3,103,5.18588e-05,10.4056,-100
0,5081,p3,165,5.35796e-05,10.4106,-100
0,5081,p3,125,5.52957e-05,10.4908,-100
0,5082,p3,204,5.45779e-05,10.5866,-100
0,5082,p3,137,5.3839e-05,10.6805,-100
0,5083,p3,229,4.97756e-05,10.6682,-100
0,5083,p3,141,4.70643e-05,10.5883,-100
0,5084,p3,186,4.79469e-05,10.6789,-100
0,5084,p3,91,4.68494e-05,10.9263,-100
0,5085,p3,139,4.59893e-05,11.0908,-100
0,5085,p3,97,4.544e-05,11.0913,-100
0,5086,p3,156,5.00448e-05,10.8354,-100
0,5086,p3,116,5.18449e-05,10.6798,-100
0,5087,p3,206,4.86374e-05,10.8694,-100
0,5087,p3,149,4.59286e-05,10.9382,-100
0,5088,p3,209,4.6091e-05,10.9437,-100
0,5088,p3,115,4.82983e-05,10.7353,-100
0,5089,p3,166,5.10611e-05,10.6095,-100
0,5089,p3,103,5.07522e-05,10.4754,-100
0,5090,p3,155,5.10067e-05,10.5568,-100
0,5090,p3,114,5.2592e-05,10.6052,-100
0,5091,p3,178,5.34712e-05,10.4363,-100
0,5091,p3,125,5.49654e-05,10.3399,-100
0,5092,p3,191,5.44043e-05,10.2433,-100
0,5092,p3,122,5.43795e-05,10.3236,-100
0,5093,p3,179,5.61729e-05,10.4091,-100
0,5093,p3,109,5.85994e-05,10.4646,-100
0,5094,p3,157,6.151e-05,10.3594,-100
0,5094,p3,105,6.15147e-05,10.2417,-100
0,5095,p3,147,6.25536e-05,10.3865,-100
0,5095,p3,104,6.12158e-05,10.4377,-100
0,5096,p3,176,6.0521e-05,10.5291,-100
0,5096,p3,145,5.95627e-05,10.4721,-100
0,5097,p3,222,6.05191e-05,10.4674,-100
0,5097,p3,132,5.88427e-05,10.4753,-100
0,5098,p3,188,5.99148e-05,10.5786,-100
0,5098,p3,102,6.09232e-05,10.6846,-100
0,5099,p3,167,5.90586e-05,10.5951,-100
0,5099,p3,122,5.69901e-05,10.562,-100
0,5100,p3,186,5.43665e-05,10.6303,-100
0,5100,p3,113,5.35199e-05,10.7539,-100
0,5101,p3,150,5.76978e-05,10.5808,-100
0,5101,p3,103,6.13639e-05,10.4405,-100
0,5102,p3,146,6.50589e-05,10.2956,-100
0,5102,p3,112,6.53607e-05,10.2863,-100
0,5103,p3,174,6.65023e-05,10.2876,-100
0,5103,p3,131,6.55309e-05,10.4288,-100
0,5104,p3,183,6.48943e-05,10.4587,-100
0,5104,p3,111,6.31718e-05,10.4386,-100
0,5105,p3,148,6.61366e-05,10.3524,-100
0,5105,p3,97,6.82118e-05,10.1423,-100
0,5106,p3,148,6.67673e-05,9.83926,-100
0,5106,p3,116,6.78511e-05,9.71431,-100
0,5107,p3,169,6.93491e-05,9.61041,-100
0,5107,p3,113,7.23334e-05,9.63924,-100
0,5108,p3,164,7.07747e-05,9.69951,-100
0,5108,p3,106,7.00142e-05,9.8917,-100
0,5109,p3,143,7.09216e-05,9.81618,-100
0,5109,p3,98,6.9912e-05,9.78893,-100
0,5110,p3,155,6.99711e-05,9.92172,-100
0,5110,p3,119,6.7819e-05,9.91864,-100
0,5111,p3,184,6.9122e-05,10.0243,-100
0,5111,p3,120,6.64375e-05,10.0891,-100
0,5112,p3,163,6.5807e-05,10.0443,-100
