20 20 
 pop-id pop-size hetero. mean-phenotype optimal-phenotype
1,p1,500,0,0,10
2,p1,233,6.85222e-07,-0.00306343,10
3,p1,109,1.49693e-06,-0.0351943,10
4,p1,107,1.97834e-06,-0.0459321,10
5,p1,135,2.27599e-06,0.00191338,10
6,p1,177,1.22953e-06,0.0578775,10
7,p1,98,1.79509e-06,0.0849566,10
8,p1,135,1.24307e-06,0.0390877,10
9,p1,147,1.21014e-06,-0.0289784,10
10,p1,159,9.99169e-07,0.00629386,10
11,p1,160,8.0957e-07,0.0316228,10
12,p1,138,1.29962e-06,0.0270605,10
13,p1,116,2.03032e-06,0.125179,10
14,p1,130,2.05e-06,0.00392042,10
15,p1,108,3.09071e-06,0.103578,10
16,p1,114,3.32064e-06,0.32041,10
17,p1,155,4.09636e-06,0.27956,10
18,p1,165,5.53131e-06,0.375726,10
19,p1,129,5.49877e-06,0.314537,10
20,p1,152,6.68672e-06,0.310283,10
21,p1,148,5.97494e-06,0.408788,10
22,p1,134,5.57752e-06,0.3326,10
23,p1,115,5.2586e-06,0.220477,10
24,p1,121,7.27717e-06,0.301447,10
25,p1,136,7.11613e-06,0.186504,10
26,p1,146,6.54415e-06,0.19729,10
27,p1,134,7.15388e-06,0.098389,10
28,p1,123,1.04019e-05,0.450623,10
29,p1,140,9.29005e-06,0.711656,10
30,p1,131,1.1904e-05,0.574879,10
31,p1,189,1.02283e-05,0.302732,10
32,p1,154,1.17726e-05,0.759029,10
33,p1,120,1.44188e-05,0.277159,10
34,p1,140,1.5213e-05,0.450695,10
35,p1,147,1.35615e-05,-0.0710181,10
36,p1,133,1.29566e-05,-0.0383258,10
37,p1,164,1.36193e-05,0.0791846,10
38,p1,161,1.42265e-05,-0.0831298,10
39,p1,105,1.60141e-05,-0.247026,10
40,p1,139,1.46488e-05,-0.531324,10
41,p1,157,1.79289e-05,-0.198536,10
42,p1,155,1.81386e-05,0.0310439,10
43,p1,147,1.77037e-05,-0.514056,10
44,p1,130,1.4221e-05,-0.430104,10
45,p1,158,1.44194e-05,-0.33713,10
46,p1,142,1.24323e-05,-0.239677,10
47,p1,131,1.37571e-05,-0.221213,10
48,p1,151,1.27001e-05,-0.423501,10
49,p1,94,1.51556e-05,-0.311243,10
50,p1,103,1.40301e-05,-0.259182,10
51,p1,161,1.43245e-05,-0.309186,10
52,p1,150,1.50133e-05,-0.0254529,10
53,p1,132,1.59498e-05,-0.300702,10
54,p1,153,1.35591e-05,-0.175409,10
55,p1,127,1.72649e-05,-0.469234,10
56,p1,158,1.61757e-05,-0.34106,10
57,p1,119,1.4828e-05,-0.493244,10
58,p1,154,1.52212e-05,-0.583923,10
59,p1,88,1.42749e-05,-0.843514,10
60,p1,128,1.39731e-05,-0.636589,10
61,p1,128,1.43127e-05,-0.735051,10
62,p1,148,1.64853e-05,-0.926891,10
63,p1,153,1.43682e-05,-0.908138,10
64,p1,105,1.43964e-05,-0.749243,10
65,p1,135,1.62455e-05,-0.672189,10
