replicate,gen,pop-id,pop-size,hetero,mean-phenotype,optimal-phenotype
0,5050,p3,1128,0.00754591,-9.81734,-10
0,5100,p3,1029,0.0081358,-10.203,-10
0,5150,p3,1265,0.00929607,-9.98442,-10
0,5200,p3,1187,0.00993267,-10.5618,-10
0,5250,p3,1161,0.0103284,-10.6652,-10
0,5300,p3,1057,0.0109257,-10.0995,-10
0,5350,p3,1156,0.0117653,-10.3364,-10
0,5400,p3,1205,0.0133361,-9.9083,-10
0,5450,p3,1158,0.0131154,-10.2622,-10
0,5500,p3,1169,0.0142,-9.73846,-10
0,5550,p3,1234,0.013843,-10.0125,-10
0,5600,p3,1273,0.0141618,-9.93466,-10
