replicate,gen,pop-id,pop-size,hetero,mean-phenotype,optimal-phenotype
0,5050,p3,1158,0.00588893,-9.82807,-10
0,5100,p3,1049,0.00722009,-9.73378,-10
0,5150,p3,1042,0.00761448,-10.3829,-10
0,5200,p3,1102,0.00809929,-9.99806,-10
0,5250,p3,1186,0.00915919,-10.1481,-10
0,5300,p3,1242,0.0093527,-9.87199,-10
0,5350,p3,1189,0.0101853,-9.53538,-10
0,5400,p3,1054,0.0110288,-10.1225,-10
0,5450,p3,1030,0.0113741,-10.066,-10
0,5500,p3,1069,0.0119513,-9.84981,-10
0,5550,p3,1003,0.0118771,-10.1587,-10
0,5600,p3,1157,0.0099784,-9.90052,-10
