replicate,gen,pop-id,pop-size,hetero,mean-phenotype,optimal-phenotype
0,5050,p3,145,4.05629e-05,10.157,-50
0,5100,p3,109,3.09418e-05,8.95879,-50
0,5150,p3,129,3.34241e-05,6.89453,-50
0,5200,p3,136,3.67585e-05,5.13523,-50
0,5250,p3,144,3.97613e-05,7.17536,-50
0,5300,p3,123,7.18431e-05,6.30766,-50
0,5350,p3,136,7.40628e-05,6.02416,-50
0,5400,p3,95,8.59307e-05,5.26461,-50
0,5450,p3,110,8.28764e-05,6.52406,-50
0,5500,p3,130,7.97713e-05,3.63543,-50
0,5550,p3,127,8.89562e-05,5.51003,-50
0,5600,p3,88,9.85027e-05,7.04316,-50
