replicate,gen,pop-id,pop-size,hetero,mean-phenotype,optimal-phenotype
0,5011,p3,26,6.05178e-05,9.45576,-50
0,5011,p3,26,6.05178e-05,9.45576,-50
0,5012,p3,56,5.47178e-05,9.34085,-50
0,5012,p3,56,5.47178e-05,9.34085,-50
0,5013,p3,86,5.19713e-05,9.25436,-50
0,5013,p3,65,5.12781e-05,9.28603,-50
0,5014,p3,160,5.10043e-05,9.53025,-50
0,5014,p3,145,5.02678e-05,9.64693,-50
0,5015,p3,283,5.11852e-05,9.64734,-50
0,5015,p3,190,5.19357e-05,9.62384,-50
0,5016,p3,355,5.24283e-05,9.67936,-50
0,5016,p3,215,5.20386e-05,9.70185,-50
0,5017,p3,371,5.21631e-05,9.62775,-50
0,5017,p3,200,5.22349e-05,9.53986,-50
0,5018,p3,326,5.33518e-05,9.35824,-50
0,5018,p3,166,5.26589e-05,9.1835,-50
0,5019,p3,241,5.17052e-05,9.24344,-50
0,5019,p3,133,5.1677e-05,9.21304,-50
0,5020,p3,263,4.99951e-05,9.42321,-50
0,5020,p3,195,5.10125e-05,9.4701,-50
0,5021,p3,373,5.27406e-05,9.41732,-50
0,5021,p3,234,5.5041e-05,9.38792,-50
0,5022,p3,337,5.68638e-05,9.27064,-50
0,5022,p3,135,6.07281e-05,9.02998,-50
0,5023,p3,219,5.91706e-05,8.90652,-50
0,5023,p3,133,5.9805e-05,8.90088,-50
0,5024,p3,205,5.8025e-05,9.07396,-50
0,5024,p3,130,5.75183e-05,9.21253,-50
0,5025,p3,258,5.77664e-05,9.449,-50
0,5025,p3,183,5.91754e-05,9.42378,-50
0,5026,p3,320,6.12815e-05,9.25257,-50
0,5026,p3,200,6.29955e-05,9.03307,-50
0,5027,p3,305,6.57921e-05,9.07607,-50
0,5027,p3,158,6.89375e-05,9.08855,-50
0,5028,p3,278,6.77516e-05,9.19679,-50
0,5028,p3,171,6.71778e-05,9.2423,-50
0,5029,p3,255,6.56687e-05,9.16512,-50
0,5029,p3,130,6.69713e-05,9.04349,-50
0,5030,p3,213,6.63688e-05,9.05665,-50
0,5030,p3,142,6.78747e-05,9.08646,-50
0,5031,p3,243,6.74962e-05,9.0664,-50
0,5031,p3,165,6.85603e-05,8.96942,-50
0,5032,p3,332,7.18618e-05,8.96243,-50
0,5032,p3,224,7.47482e-05,8.88891,-50
0,5033,p3,396,7.70363e-05,8.55458,-50
0,5033,p3,222,7.86115e-05,8.2807,-50
0,5034,p3,296,7.76243e-05,8.23532,-50
0,5034,p3,133,7.27998e-05,8.4463,-50
0,5035,p3,196,7.14935e-05,8.47314,-50
0,5035,p3,139,6.89237e-05,8.51246,-50
0,5036,p3,302,7.03492e-05,8.82166,-50
0,5036,p3,223,6.96745e-05,9.0131,-50
0,5037,p3,431,7.0052e-05,8.71036,-50
0,5037,p3,259,7.08319e-05,8.54414,-50
0,5038,p3,399,7.48725e-05,8.37259,-50
0,5038,p3,190,8.10395e-05,8.0986,-50
0,5039,p3,285,8.06034e-05,7.9707,-50
0,5039,p3,136,7.85018e-05,7.94551,-50
0,5040,p3,220,7.72289e-05,7.99533,-50
0,5040,p3,130,7.66515e-05,8.10369,-50
0,5041,p3,238,8.08077e-05,7.62154,-50
0,5041,p3,166,8.10842e-05,7.64555,-50
0,5042,p3,279,8.10537e-05,7.70759,-50
0,5042,p3,160,8.05273e-05,8.0433,-50
0,5043,p3,293,7.79719e-05,8.08761,-50
0,5043,p3,182,7.69746e-05,8.20209,-50
0,5044,p3,290,7.76198e-05,8.22526,-50
