replicate,gen,pop-id,pop-size,hetero,mean-phenotype,optimal-phenotype
0,1,p1,500,0,0,10
0,2,p1,218,9.15327e-07,-0.00379703,10
0,3,p1,104,2.87075e-07,0.0422764,10
0,4,p1,122,2.44894e-07,-0.0016936,10
0,5,p1,120,2.48958e-07,-0.0016934,10
0,6,p1,124,5.61589e-07,0.0110479,10
0,7,p1,138,1.07987e-06,-0.0114844,10
0,8,p1,82,8.48453e-07,-0.0565951,10
0,9,p1,146,1.49465e-06,-0.0716765,10
0,10,p1,113,2.43402e-06,-0.222761,10
0,11,p1,161,1.66139e-06,-0.117322,10
0,12,p1,127,2.80272e-06,-0.215924,10
0,13,p1,131,3.74978e-06,-0.347537,10
0,14,p1,104,2.89617e-06,-0.133089,10
0,15,p1,117,4.32756e-06,-0.104633,10
0,16,p1,133,4.37249e-06,-0.233323,10
0,17,p1,165,4.86428e-06,-0.234339,10
0,18,p1,115,5.50284e-06,-0.138915,10
0,19,p1,111,5.92931e-06,-0.107104,10
0,20,p1,112,7.20982e-06,-0.250105,10
0,21,p1,162,7.23975e-06,-0.189728,10
0,22,p1,172,7.68388e-06,-0.273372,10
0,23,p1,137,8.41707e-06,-0.387502,10
0,24,p1,126,1.00828e-05,-0.530112,10
0,25,p1,126,1.02932e-05,-0.5224,10
0,26,p1,122,1.30022e-05,-0.449325,10
0,27,p1,144,1.29979e-05,-0.655822,10
0,28,p1,134,1.27966e-05,-0.578305,10
0,29,p1,121,1.23188e-05,-0.14157,10
0,30,p1,145,1.35558e-05,-0.434058,10
0,31,p1,100,1.18925e-05,-0.299882,10
0,32,p1,116,1.28192e-05,-0.174154,10
0,33,p1,149,1.44775e-05,-0.228106,10
0,34,p1,158,1.49507e-05,-0.21918,10
0,35,p1,111,1.4903e-05,-0.16044,10
0,36,p1,83,1.48338e-05,-0.0187806,10
0,37,p1,138,1.68594e-05,-0.116001,10
0,38,p1,170,1.76763e-05,-0.117197,10
0,39,p1,221,1.76102e-05,0.160164,10
0,40,p1,161,1.67891e-05,0.455786,10
0,41,p1,87,1.80427e-05,-0.0508067,10
0,42,p1,137,1.77998e-05,-0.112812,10
0,43,p1,143,1.64032e-05,0.0808249,10
0,44,p1,146,1.5554e-05,-0.0460088,10
0,45,p1,112,1.98473e-05,-0.0188382,10
0,46,p1,133,2.08073e-05,-0.241918,10
0,47,p1,184,1.84794e-05,-0.425184,10
0,48,p1,154,1.87253e-05,-0.48054,10
0,49,p1,104,2.05723e-05,-0.35803,10
0,50,p1,92,2.22082e-05,-0.281333,10
0,51,p1,157,1.99507e-05,-0.555236,10
0,52,p1,109,2.07769e-05,-0.366449,10
0,53,p1,174,2.00476e-05,-0.21038,10
0,54,p1,127,2.23089e-05,-0.269458,10
0,55,p1,125,1.93872e-05,0.160402,10
0,56,p1,80,1.70867e-05,0.0428309,10
0,57,p1,139,1.73249e-05,-0.0142145,10
0,58,p1,160,1.55723e-05,0.512406,10
0,59,p1,106,1.65682e-05,0.890842,10
0,60,p1,161,1.55062e-05,0.824437,10
0,61,p1,122,1.67791e-05,0.888804,10
0,62,p1,148,1.75482e-05,0.854627,10
0,63,p1,106,1.81123e-05,1.43096,10
0,64,p1,127,1.67453e-05,1.31878,10
0,65,p1,121,1.57353e-05,1.40701,10
0,66,p1,167,1.72597e-05,1.21005,10
0,67,p1,133,1.72946e-05,1.11678,10
0,68,p1,125,1.68765e-05,1.00316,10
0,69,p1,112,1.70596e-05,1.43226,10
0,70,p1,153,1.89058e-05,1.36661,10
0,71,p1,173,1.84817e-05,1.61801,10
0,72,p1,111,1.87878e-05,1.45763,10
0,73,p1,141,1.66189e-05,1.5154,10
0,74,p1,180,1.76278e-05,1.50006,10
0,75,p1,161,2.17239e-05,1.91384,10
0,76,p1,148,1.92211e-05,1.72607,10
0,77,p1,171,1.95298e-05,1.38418,10
0,78,p1,126,1.94693e-05,1.71594,10
0,79,p1,134,2.03077e-05,1.64112,10
0,80,p1,156,1.95159e-05,1.43196,10
0,81,p1,149,1.98797e-05,1.47302,10
0,82,p1,121,2.20361e-05,1.01119,10
0,83,p1,132,2.43351e-05,1.17088,10
0,84,p1,136,2.2523e-05,1.9026,10
0,85,p1,130,2.38509e-05,1.09934,10
0,86,p1,175,2.19169e-05,1.19596,10
0,87,p1,100,1.8602e-05,1.2158,10
0,88,p1,155,2.11829e-05,1.21411,10
0,89,p1,109,2.29404e-05,1.44548,10
0,90,p1,123,2.07747e-05,1.03557,10
0,91,p1,154,2.04172e-05,1.06579,10
0,92,p1,110,2.02764e-05,1.10356,10
0,93,p1,120,2.00406e-05,0.916976,10
0,94,p1,172,1.99187e-05,0.822486,10
0,95,p1,153,1.82695e-05,0.802307,10
0,96,p1,156,1.76859e-05,0.784243,10
0,97,p1,138,1.94397e-05,1.0493,10
0,98,p1,121,2.05191e-05,0.762844,10
0,99,p1,158,1.99958e-05,1.06881,10
0,100,p1,145,2.04671e-05,0.946672,10
0,101,p1,109,2.12209e-05,1.08918,10
